Entry,fasta_header,BL11,BL12,BL21,BL22,CF11,CF12,CF21,CF22,POOL1,POOL2,POOL3,POOL4,S111,S112,S121,S122,S711,S712,S721,S722,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane,expressed,BL_mean,BL_std,CF_mean,CF_std,S1_mean,S1_std,S7_mean,S7_std,CF_BL_fc,CF_BL_p_val,S1_BL_fc,S1_BL_p_val,S7_BL_fc,S7_BL_p_val
A0A140NEV1,tr|A0A140NEV1|A0A140NEV1_ECOBD,17848295.888069298,16013786.9574482,16519531.342857199,17457575.8526752,15947771.944050303,14572189.710381698,15539893.2472824,15251779.2374486,14359091.6819457,14390111.6293232,14598966.702546801,14150236.6087221,12744887.8719975,12410084.6756353,12531852.977393199,12655676.425164,12459614.802132599,11380382.837778999,12397123.781103699,11800814.3626869,A0A140NEV1_ECOBD,unreviewed,Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase),pepA ECBD_3776,Escherichia coli (strain B / BL21-DE3),503.0,,cytoplasm [GO:0005737],cytoplasm [GO:0005737]; aminopeptidase activity [GO:0004177]; manganese ion binding [GO:0030145]; metalloexopeptidase activity [GO:0008235],aminopeptidase activity [GO:0004177]; manganese ion binding [GO:0030145]; metalloexopeptidase activity [GO:0008235],GO:0004177; GO:0005737; GO:0008235; GO:0030145,3.4.11.1; 3.4.11.10,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00181, ECO:0000256|SAAS:SAAS00759153}.",,,not_exp,16959797.510262474,729037.534997036,15327908.53479075,501516.39453487785,12585625.487547498,126469.06781574973,12009483.94592555,445026.29943825904,0.9037789823561125,0.018735957385980464,0.7420858344524374,5.0606450571564864e-05,0.7081148190984321,5.666520040034638e-05
A0A140NEV3,tr|A0A140NEV3|A0A140NEV3_ECOBD,6173822.14615587,6418864.31242378,6399551.69782651,6293921.24991308,6704203.82977558,6892400.066005,6804052.1994597,6796147.89731724,5626387.23892522,5737968.87326081,5571822.7312439,5792533.38094213,4381964.93437709,4745954.8126786,4960551.50021138,4761358.27524885,4648015.78729874,4479166.24741043,4769112.28969267,4373193.55987127,A0A140NEV3_ECOBD,unreviewed,1-deoxy-D-xylulose-5-phosphate synthase (EC 2.2.1.7) (1-deoxyxylulose-5-phosphate synthase) (DXP synthase) (DXPS),dxs ECBD_3241,Escherichia coli (strain B / BL21-DE3),620.0,1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228],,1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; 1-deoxy-D-xylulose 5-phosphate biosynthetic process [GO:0052865]; terpenoid biosynthetic process [GO:0016114]; thiamine biosynthetic process [GO:0009228],1-deoxy-D-xylulose-5-phosphate synthase activity [GO:0008661]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],GO:0000287; GO:0008661; GO:0009228; GO:0016114; GO:0030976; GO:0052865,2.2.1.7,,,,,not_exp,6321539.85157981,97648.86902459207,6799200.99813938,66602.14678792452,4712457.380628981,208739.8648135205,4567371.971068278,152223.59074391416,1.0755608851283598,0.000423660711434208,0.745460361125667,1.941262443758537e-05,0.7225094009218104,2.8409304161363537e-06
A0A140NEV5,tr|A0A140NEV5|A0A140NEV5_ECOBD,24190082.1166229,24082542.5965593,23522761.6498512,23998038.836775698,29185262.8033162,29633381.0345998,30149141.894383002,30446590.138862,27479116.2831613,27476323.9243193,27394008.1306837,27561432.0767969,28963839.917535603,27749266.0418252,27986805.3108646,27590218.1478849,28183039.304195397,26962596.9156834,28531238.1226005,29243505.4622823,A0A140NEV5_ECOBD,unreviewed,"Alkyl hydroperoxide reductase, F subunit",ECBD_3046,Escherichia coli (strain B / BL21-DE3),531.0,cell redox homeostasis [GO:0045454]; response to reactive oxygen species [GO:0000302],cell [GO:0005623],cell [GO:0005623]; alkyl hydroperoxide reductase activity [GO:0008785]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; NAD binding [GO:0051287]; protein disulfide oxidoreductase activity [GO:0015035]; cell redox homeostasis [GO:0045454]; response to reactive oxygen species [GO:0000302],alkyl hydroperoxide reductase activity [GO:0008785]; electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; NAD binding [GO:0051287]; protein disulfide oxidoreductase activity [GO:0015035],GO:0000302; GO:0005623; GO:0008785; GO:0009055; GO:0015035; GO:0045454; GO:0050660; GO:0051287,,,,,,not_exp,23948356.299952276,254968.86736524157,29853593.96779025,483258.03593179217,28072532.354527578,533597.7887763506,28230094.951190397,825598.8095931796,1.246582170144585,1.500364716150172e-06,1.172211236667776,1.9551028847366807e-05,1.1787905022628486,0.00013745721400318966
A0A140NEW4,tr|A0A140NEW4|A0A140NEW4_ECOBD,163207.93381727,149626.16699408198,180536.747457714,185541.542293079,191396.399369555,175562.266687163,199384.109606575,184936.71189123899,214353.11074424398,232009.29340475198,228067.035160758,218295.368988238,267300.558526464,263466.323395941,283485.308640206,301711.700101935,267175.316345448,270169.53976044396,271025.201661853,270262.679708688,A0A140NEW4_ECOBD,unreviewed,Short-chain dehydrogenase/reductase SDR,ECBD_3058,Escherichia coli (strain B / BL21-DE3),248.0,siderophore biosynthetic process [GO:0019290],,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity [GO:0008667]; siderophore biosynthetic process [GO:0019290]","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity [GO:0008667]",GO:0008667; GO:0019290,,,,,,not_exp,169728.09764053626,14260.891404874523,187819.871888633,8733.33612751364,278990.9726661365,15117.13455635111,269658.18436910823,1471.4167368049887,1.1065926885388944,0.11008698546943119,1.6437524284105622,9.852523554866282e-05,1.588765726581181,1.960771975434725e-05
A0A140NEW5,tr|A0A140NEW5|A0A140NEW5_ECOBD,7919492.58496566,7370527.45376117,8162655.69478544,8338141.30877448,6212056.48915374,6015573.67461067,6618797.95489505,6606617.93538053,6195001.70323605,6289092.71262947,6272172.68312491,6211921.73274061,5145921.12054872,5085500.26994017,5312939.77851742,5341635.91021373,4851351.60460036,4876266.47817906,5255697.35960528,4489630.81685098,A0A140NEW5_ECOBD,unreviewed,Aminotransferase (EC 2.6.1.-),ECBD_3979,Escherichia coli (strain B / BL21-DE3),397.0,biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0006520; GO:0008483; GO:0009058; GO:0030170,2.6.1.-,,,,,not_exp,7947704.260571687,364888.39822620567,6363261.513509997,258974.4261748765,5221499.26980501,108399.68128587985,4868236.564808919,271024.79650439497,0.8006414563105901,0.0008592471972664906,0.6569820791783492,1.6753814594647917e-05,0.6125336833379784,2.311092174077039e-05
A0A140NEW6,tr|A0A140NEW6|A0A140NEW6_ECOBD,240495.225445118,192061.811797191,181130.013043717,190552.424726264,268180.95591374603,197293.50936832,209188.32449212897,189052.242020053,192505.220569647,210220.413353723,191192.910544867,211532.723378503,209669.265998445,197284.547424348,184906.97142979398,187364.39332068397,188581.889813639,217495.396524512,193887.38336286,176168.50830611802,A0A140NEW6_ECOBD,unreviewed,"ATP-dependent DNA helicase, RecQ family",ECBD_4216,Escherichia coli (strain B / BL21-DE3),611.0,DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432],,3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432],3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676],GO:0003676; GO:0005524; GO:0006260; GO:0006281; GO:0006310; GO:0009432; GO:0043138,,,,,,not_exp,201059.8687530725,23150.150728355904,215928.757948562,31005.423854046057,194806.29454331772,9752.283703467177,194033.29450178222,14994.665053579447,1.0739525460137966,0.5304291756585218,0.9688969546805237,0.6813963936433871,0.9650523284687915,0.6744930695006248
A0A140NEW8,tr|A0A140NEW8|A0A140NEW8_ECOBD,4792211.28391157,4238533.61262491,4713607.23648378,4880461.09245687,5639067.2882615,5898008.51137335,5640517.99613216,5674512.15343872,4975650.24212585,4941377.94266974,4773985.42259281,5143042.76220277,4677336.23423809,4682172.84695828,4608281.59058451,4490434.06146329,4290457.37707842,3955972.54099749,4385220.50791021,3801494.53000415,A0A140NEW8_ECOBD,unreviewed,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp),clpP ECBD_3220,Escherichia coli (strain B / BL21-DE3),207.0,,cytoplasm [GO:0005737],cytoplasm [GO:0005737]; serine-type endopeptidase activity [GO:0004252],serine-type endopeptidase activity [GO:0004252],GO:0004252; GO:0005737,3.4.21.92,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00444}.,,,not_exp,4656203.306369282,248260.40201830296,5713026.4873014325,107737.11936573318,4614556.183311042,77393.50690312863,4108286.238997567,238327.25827809397,1.2269710129466442,0.0005098805936359887,0.991055561727455,0.7907866612134982,0.8823253558060464,0.03295639545531366
A0A140NEW9,tr|A0A140NEW9|A0A140NEW9_ECOBD,11118700.447472699,11761995.2030182,9525419.75494866,9555955.84532439,7021055.0904111,7074818.77838647,7302948.52885955,7045913.50114224,8477665.92305039,8716606.77388272,8584539.78300839,8609732.91392472,7563151.74123383,8188239.87938092,8450292.00005598,8511908.83415072,7445419.93795832,8291486.18607003,8108483.84983965,7587461.10933585,A0A140NEW9_ECOBD,unreviewed,Anaerobic ribonucleoside-triphosphate reductase (EC 1.17.4.2),ECBD_3796,Escherichia coli (strain B / BL21-DE3),712.0,DNA replication [GO:0006260],,ATP binding [GO:0005524]; ribonucleoside-triphosphate reductase activity [GO:0008998]; DNA replication [GO:0006260],ATP binding [GO:0005524]; ribonucleoside-triphosphate reductase activity [GO:0008998],GO:0005524; GO:0006260; GO:0008998,1.17.4.2,,,,,not_exp,10490517.812690988,976740.5628749029,7111183.97469984,112338.24174846787,8178398.113705362,375426.63906474994,7858212.770800962,351449.0896326534,0.6778677756113266,0.001004848832047277,0.7795990874550996,0.008688423057102114,0.7490776824471358,0.004607101812633687
A0A140NEX4,tr|A0A140NEX4|A0A140NEX4_ECOBD,353147.1950618,388065.41550262104,387995.500630704,391853.85085538204,670705.977057628,629145.09497226,684924.216805229,677309.345030234,452930.70816956897,458403.91916153795,454156.98343966104,457177.643891446,340619.090220661,393762.76838275,352285.72933425294,406182.127341684,360197.312972975,357754.862094484,453667.75515956705,312559.261697609,A0A140NEX4_ECOBD,unreviewed,Uncharacterized protein,ECBD_4227,Escherichia coli (strain B / BL21-DE3),300.0,,,,,,,,,,,not_exp,380265.4905126268,15734.388531708084,665521.1584663377,21595.950746131828,373212.428819837,27429.773737551073,371044.7979811588,51335.66336903178,1.750148712072622,1.6132905968208817e-06,0.981452269877864,0.712588371532901,0.9757519607707819,0.7761559478396325
A0A140NEX6,tr|A0A140NEX6|A0A140NEX6_ECOBD,633545.8910802411,636420.582388925,833259.174262045,802921.521017318,934409.506798493,900827.895622627,864187.94626507,857729.370952797,758618.2798343879,787451.9467267159,786420.229515648,759649.997045456,719407.26054203,734785.184288035,675721.748412394,667483.526926338,732003.1149113991,684947.114096047,668087.875537895,644840.376677905,A0A140NEX6_ECOBD,unreviewed,Beta-lactamase,ECBD_3289,Escherichia coli (strain B / BL21-DE3),385.0,,,,,,,,,,,not_exp,726536.7921871323,92185.31958949697,889288.6799097469,30802.107597264356,699349.4300421993,28424.075903712786,682469.6203058115,31947.22062206768,1.224010524274585,0.027324015933734826,0.9625795108557553,0.6427754646120092,0.9393462624946177,0.4637716583783338
A0A140NEX7,tr|A0A140NEX7|A0A140NEX7_ECOBD,4026966.64150445,3704035.22704412,4907300.29211522,5418330.07120277,1279242.57719091,1203305.95429362,1559054.30602099,1478680.34226613,2045613.99898228,2123317.77406612,2137737.24056425,2031194.53248415,739000.064203523,1043635.49873761,824729.53344545,924428.255740881,741786.6807310791,927190.081298757,1082384.90334259,607560.499319494,A0A140NEX7_ECOBD,unreviewed,Periplasmic binding protein/LacI transcriptional regulator,ECBD_3806,Escherichia coli (strain B / BL21-DE3),318.0,galactose transmembrane transport [GO:0015757],,galactose binding [GO:0005534]; galactose transmembrane transport [GO:0015757],galactose binding [GO:0005534],GO:0005534; GO:0015757,,,,,,not_exp,4514158.05796664,682960.8925932667,1380070.7949429126,144196.98197772825,882948.338031866,113634.81193548387,839730.5411729799,180295.75616987262,0.3057205302121283,0.00023796302244936824,0.19559535281969762,9.988540575953651e-05,0.18602151949265786,0.00010461387907329024
A0A140NEX9,tr|A0A140NEX9|A0A140NEX9_ECOBD,3418553.54064722,3252810.41680968,3165612.9162836,3266242.9523256,3803694.95923578,3553748.1011786005,3222472.13801835,3193910.15303884,2821339.59378257,2827068.90894832,2821063.21658188,2827345.28614901,1940066.90125495,2111051.38797158,2091983.98275273,2061999.34600974,2247998.87010653,2309932.11448635,2427614.35664678,2209429.99244091,A0A140NEX9_ECOBD,unreviewed,Replicative DNA helicase (EC 3.6.4.12),ECBD_3981,Escherichia coli (strain B / BL21-DE3),471.0,"DNA replication, synthesis of RNA primer [GO:0006269]",primosome complex [GO:1990077],"primosome complex [GO:1990077]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA replication, synthesis of RNA primer [GO:0006269]",ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678],GO:0003677; GO:0003678; GO:0005524; GO:0006269; GO:1990077,3.6.4.12,,,,,not_exp,3275804.956516525,91021.46008289688,3443456.3378678923,251517.1228391318,2051275.40449725,66544.5164135668,2298743.8334201425,82590.56072289264,1.0511786823625933,0.3193296038101923,0.6261897248847704,1.4578188899593873e-06,0.7017340360412103,9.127118460702757e-06
A0A140NEY2,tr|A0A140NEY2|A0A140NEY2_ECOBD,79303858.3165121,57404431.3771625,83978156.62011608,122503381.82345301,45211775.999301895,33879577.300455,31772456.5021844,41091712.303761,49841824.32748529,48688754.4503338,50084212.359182596,48446366.4186365,28449774.5205575,28565979.8517875,25635508.364106,43610806.8933215,28790575.2647755,27430518.6395786,37828493.2745673,33148923.5672922,A0A140NEY2_ECOBD,unreviewed,Maltoporin (Maltose-inducible porin),lamB ECBD_3999,Escherichia coli (strain B / BL21-DE3),446.0,ion transport [GO:0006811],cell outer membrane [GO:0009279]; pore complex [GO:0046930],cell outer membrane [GO:0009279]; pore complex [GO:0046930]; maltodextrin transmembrane transporter activity [GO:0042958]; maltose transporting porin activity [GO:0015481]; ion transport [GO:0006811],maltodextrin transmembrane transporter activity [GO:0042958]; maltose transporting porin activity [GO:0015481],GO:0006811; GO:0009279; GO:0015481; GO:0042958; GO:0046930,,,"SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000256|HAMAP-Rule:MF_01301, ECO:0000256|SAAS:SAAS00772654}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01301, ECO:0000256|SAAS:SAAS00772654}.",,,not_exp,85797457.03431092,23446564.241368778,37988880.52642557,5415904.465153416,31565517.407443125,7052642.861680278,31799627.6865534,4071588.4490417666,0.4427739683617148,0.013782045249853802,0.3679073774275138,0.008594494169442256,0.37063601633130616,0.007711642236129499
A0A140NEY3,tr|A0A140NEY3|A0A140NEY3_ECOBD,2590029.69865503,2423763.00743981,2193492.63922617,2565165.39157834,2435407.0275108996,2338194.7621504,2544860.41930753,2375621.9919342003,2370102.57960637,2510747.61900558,2404476.69099582,2476373.50761612,2606882.41872081,2306345.08079657,2649917.09156091,2317118.81143979,2251347.63889113,2275791.97629211,2159116.59846592,2187282.62710568,A0A140NEY3_ECOBD,unreviewed,Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase),hemC ECBD_4237,Escherichia coli (strain B / BL21-DE3),320.0,peptidyl-pyrromethane cofactor linkage [GO:0018160]; protoporphyrinogen IX biosynthetic process [GO:0006782],,hydroxymethylbilane synthase activity [GO:0004418]; peptidyl-pyrromethane cofactor linkage [GO:0018160]; protoporphyrinogen IX biosynthetic process [GO:0006782],hydroxymethylbilane synthase activity [GO:0004418],GO:0004418; GO:0006782; GO:0018160,2.5.1.61,,,,,not_exp,2443112.6842248375,157453.20682525262,2423521.0502257575,78165.55214274768,2470065.85062952,159108.8695205567,2218384.7101887097,47069.622659939225,0.9919808717274553,0.8532979333289823,1.0110323058689512,0.8416954026187412,0.908015714753071,0.05563214356114748
A0A140NEY7,tr|A0A140NEY7|A0A140NEY7_ECOBD,1640787.70354863,1674634.93729931,1551786.32261066,1675569.85470992,1725795.22019584,1647654.71121881,1643898.1763783002,1572922.57530611,1517103.21516465,1569041.9729745002,1525043.02657844,1561102.16156071,1344879.87282685,1460457.27514506,1398268.49593092,1461048.64161907,1391066.75733291,1484009.21881054,1455307.36283819,1261192.88698885,A0A140NEY7_ECOBD,unreviewed,Polyprenyl synthetase,ECBD_3240,Escherichia coli (strain B / BL21-DE3),299.0,isoprenoid biosynthetic process [GO:0008299],,transferase activity [GO:0016740]; isoprenoid biosynthetic process [GO:0008299],transferase activity [GO:0016740],GO:0008299; GO:0016740,,,,,,not_exp,1635694.7045421298,50430.45836923557,1647567.670774765,54094.622031944964,1416163.571380475,48420.55639998819,1397894.0564926225,85799.08315956322,1.0072586688699703,0.790295524846928,0.8657872202238945,0.0016042109102763693,0.8546179507770226,0.006088190652020166
A0A140NEY8,tr|A0A140NEY8|A0A140NEY8_ECOBD,8955422.06702978,8803055.82416421,10898586.8543378,11533047.7253227,7498977.94258383,7345730.07618933,8134699.30685855,8237426.34237345,6991254.83304002,7042137.90706222,7105144.04571346,6928248.69438877,4656212.89128061,4928125.52915097,4948386.81094592,4723762.57396699,4451781.37090957,4717068.90827957,4808904.95240766,4066193.6132087996,A0A140NEY8_ECOBD,unreviewed,"2',3'-cyclic-nucleotide 2'-phosphodiesterase",ECBD_3816,Escherichia coli (strain B / BL21-DE3),647.0,nucleotide catabolic process [GO:0009166],,"2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; nucleotide catabolic process [GO:0009166]","2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]",GO:0000166; GO:0008663; GO:0009166; GO:0046872,,,,,,not_exp,10047528.117713623,1190848.0584364827,7804208.41700129,387385.47683450836,4814121.951336123,126613.54252880819,4510987.2112014,288344.9855363898,0.7767291940435183,0.02104132669563998,0.47913495687052693,0.000276268326156134,0.44896487557458087,0.00022973256143029723
A0A140NEY9,tr|A0A140NEY9|A0A140NEY9_ECOBD,571531.0373434561,604993.275869529,669865.0999231,800746.026451864,739156.270595125,1019587.11262741,927263.1470252541,957442.337792019,687175.215392436,674355.861065519,649718.976429608,711812.100028347,428850.767297486,702410.620584648,629491.671577659,598288.632942057,521541.02160473604,580832.143507633,677829.279345497,561485.622647329,A0A140NEY9_ECOBD,unreviewed,Diacylglycerol kinase (EC 2.7.1.107),ECBD_3991,Escherichia coli (strain B / BL21-DE3),122.0,phosphatidic acid biosynthetic process [GO:0006654],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143]; phosphatidic acid biosynthetic process [GO:0006654],ATP binding [GO:0005524]; diacylglycerol kinase activity [GO:0004143],GO:0004143; GO:0005524; GO:0005886; GO:0006654; GO:0016021,2.7.1.107,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU363065}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363065}.,,TRANSMEM 57 80 Helical. {ECO:0000256|RuleBase:RU363065}.; TRANSMEM 100 121 Helical. {ECO:0000256|RuleBase:RU363065}.,not_exp,661783.8598969872,87673.4460755421,910862.217009952,104573.81737160281,589760.4231004624,100291.18454844043,585422.0167762988,57475.868023375166,1.3763741792550457,0.019530286256743596,0.8911677344205162,0.38517240922403906,0.8846121101645258,0.25390632965422166
A0A140NEZ0,tr|A0A140NEZ0|A0A140NEZ0_ECOBD,191989.66897646,135577.290635149,149516.655758571,197658.102669644,103234.46042359801,114176.470613415,87947.2516289988,115405.634664639,125261.21036115801,130254.571606004,124903.41772910401,130612.364238057,135051.134690377,130686.902680455,114104.76811402099,122650.973796549,110329.572535023,97615.1876162842,98335.3148032022,105935.35292960801,A0A140NEZ0_ECOBD,unreviewed,Periplasmic copper-binding protein,ECBD_3089,Escherichia coli (strain B / BL21-DE3),110.0,,,,,,,,,,,not_exp,168685.42950995598,26674.398371920037,105190.9543326627,11025.565160850952,125623.4448203505,8000.553712692822,103053.85697102935,5317.020323152144,0.6235924148176308,0.00886117228961117,0.7447201882539362,0.03662039785503749,0.6109232864415656,0.005817122147134373
A0A140NEZ7,tr|A0A140NEZ7|A0A140NEZ7_ECOBD,3571645.85313037,3598056.05182451,2923976.32272486,2829417.87984971,3321480.33907069,3478189.34226376,3353897.9466617,3225252.37583312,3283322.62627662,3509529.12051888,3352463.64811432,3440388.09868117,3369332.38110033,4219085.97233009,3920466.35934625,4213206.76972908,3202744.85923955,3539071.93570055,3541031.32304507,3262134.10896726,A0A140NEZ7_ECOBD,unreviewed,Nucleoside-specific channel-forming protein Tsx,ECBD_3250,Escherichia coli (strain B / BL21-DE3),294.0,,cell outer membrane [GO:0009279],cell outer membrane [GO:0009279]; nucleoside transmembrane transporter activity [GO:0005337],nucleoside transmembrane transporter activity [GO:0005337],GO:0005337; GO:0009279,,,,,,not_exp,3230774.0268823626,355774.25279679336,3344705.0009573177,90430.76660289455,3930522.8706264375,345765.3646009045,3386245.5567381075,155234.25283119595,1.0352642967681946,0.6102181988503752,1.2165886062973335,0.05026717664564567,1.0481220687556945,0.5137953225667276
A0A140NF01,tr|A0A140NF01|A0A140NF01_ECOBD,160438114.033947,150705558.044469,133733986.08031599,133428603.73118001,148622285.829146,140729788.336912,137136201.145571,135109839.000348,130992360.86134599,130455168.930264,130705023.56731899,130742506.22428998,125173922.98390901,119890407.49381101,125986447.742664,123644397.258104,115507854.80771899,116044908.40934199,114347736.77371001,113302496.936775,A0A140NF01_ECOBD,unreviewed,Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho),rho ECBD_4257,Escherichia coli (strain B / BL21-DE3),419.0,"DNA-templated transcription, termination [GO:0006353]",,"ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; RNA-dependent ATPase activity [GO:0008186]; DNA-templated transcription, termination [GO:0006353]",ATP binding [GO:0005524]; helicase activity [GO:0004386]; RNA binding [GO:0003723]; RNA-dependent ATPase activity [GO:0008186],GO:0003723; GO:0004386; GO:0005524; GO:0006353; GO:0008186,3.6.4.-,,,,,not_exp,144576565.472478,11521630.218594717,140399528.57799426,5156377.84881002,123673793.86962199,2340599.9191162838,114800749.2318865,1060413.9028334774,0.9711084788822232,0.5873618618232288,0.8554207486217044,0.021679076330291914,0.7940481146215933,0.00429509060350106
A0A140NF03,tr|A0A140NF03|A0A140NF03_ECOBD,731148.775798111,633980.185666529,639461.294464306,731637.3492720671,619130.927270042,586207.521474575,616041.0437645001,551557.025167179,565539.598003926,583915.404278046,560658.774296766,588796.227985207,491688.240717929,448192.830350529,532581.711008413,422626.53151061,509817.457713543,447130.490545132,470536.947047325,427445.20536847,A0A140NF03_ECOBD,unreviewed,"Transcriptional regulator, IclR family",ECBD_4019,Escherichia coli (strain B / BL21-DE3),274.0,"regulation of transcription, DNA-templated [GO:0006355]",,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",DNA binding [GO:0003677],GO:0003677; GO:0006355,,,,,,not_exp,684056.9013002532,47376.12603054342,593234.1294190739,27281.650055131046,473772.3283968703,41981.325184181755,463732.5251686175,30669.684937619393,0.8672292148379124,0.0281513788806193,0.6925919868600482,0.001200198692185015,0.6779151329182648,0.0005106876881995596
A0A140NF05,tr|A0A140NF05|A0A140NF05_ECOBD,65261.4271199169,67771.2356038574,87993.6578749193,84728.4276627276,96006.33647130651,115077.84824544699,115544.90596088301,88557.866755569,68324.7219322863,67205.1565172985,68451.0290158172,67078.8494337676,64635.175902781,80512.9377319874,70756.52254015849,63912.2638935612,57977.86928597929,54248.768787065594,70075.4980717306,52811.7955209397,A0A140NF05_ECOBD,unreviewed,"Transcriptional regulator, LysR family",ECBD_3319,Escherichia coli (strain B / BL21-DE3),299.0,,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],GO:0003677; GO:0003700,,,,,,not_exp,76438.6870653553,10028.621594054215,103796.73935830138,11813.090742790979,69954.22501712202,6650.708105343422,58778.482916428795,6789.388819577602,1.3579084537330535,0.02228367413418406,0.9151677992233298,0.3866614263043218,0.7689624870999291,0.044937930912809385
A0A140NF10,tr|A0A140NF10|A0A140NF10_ECOBD,12626892.9469055,12535376.432240801,12065179.0728725,12311830.972257199,9600646.17302881,9973636.87810439,10423727.7567885,10491235.153101401,10041283.7962238,10271386.0707336,10178279.3730435,10134390.4939138,7788380.204512599,8643033.41218853,9085354.49724903,9618127.43831862,8303568.65877312,8991933.89057343,8565471.44909557,7690623.14241836,A0A140NF10_ECOBD,unreviewed,Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9),ilvD ECBD_4268,Escherichia coli (strain B / BL21-DE3),616.0,isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],,"4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099]","4 iron, 4 sulfur cluster binding [GO:0051539]; dihydroxy-acid dehydratase activity [GO:0004160]; metal ion binding [GO:0046872]",GO:0004160; GO:0009097; GO:0009099; GO:0046872; GO:0051539,4.2.1.9,,,,,not_exp,12384819.856068999,217235.05206243496,10122311.490255775,360969.2778595689,8783723.888067195,670394.1317356871,8387899.285215121,471618.31806164584,0.8173160052300223,8.738151327780628e-05,0.7092330764716663,0.00011566188493002715,0.6772726113658208,1.101432526094727e-05
