Accession,Description,POOL1,CF11,BL22,S112,S721,POOL2,CF21,BL11,S122,S712,S722,S111,BL21,CF12,POOL3,S711,S121,BL12,CF22,POOL4
tr|A0A140NEF1|A0A140NEF1_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3809 PE=4 SV=1,497740.2832,545523.4302,554846.4355,431793.0288,436659.1433,534109.9868,617409.2219,549668.0486,416171.876,434230.0564,838614.2798,923810.9395,1100101.5829999999,1108245.402,1097420.675,1104527.2240000002,934398.1406,1169417.961,1105249.068,1120331.905
tr|A0A140NEF5|A0A140NEF5_ECOBD,Bifunctional protein FolD OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=folD PE=3 SV=1,1460110.465,1532789.44,1838627.271,1229909.992,1356564.354,1649886.23,1936126.594,1816983.04,1304741.8909999998,1257834.988,2856749.776,2734798.12,3610632.88,3394848.773,3461706.3230000003,3672099.229,3290899.2739999997,3922668.9930000002,3712732.329,3638945.308
tr|A0A140NEF6|A0A140NEF6_ECOBD,Inorganic pyrophosphatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ppa PE=3 SV=1,25572515.36,21704415.16,27326558.17,26756282.88,23078134.87,26911594.03,28067363.76,28325067.3,26913980.12,27189220.56,39396896.47,36554947.05,56467984.37,46991828.35,51358748.09,48831064.54,51615957.08,63549474.44,46307523.07,53242396.23
tr|A0A140NEF7|A0A140NEF7_ECOBD,Phosphopentomutase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=deoB PE=3 SV=1,31331778.58,23894783.53,34518841.18,29996602.25,32050293.61,33697745.69,28289837.55,38112453.63,33879668.67,26963347.55,33709751.71,35231156.93,38306303.97,27687395.94,37207784.58,40153867.63,39644880.41,40986094.1,30070435.65,38930841.23
tr|A0A140NEF8|A0A140NEF8_ECOBD,Enterobacter ribonuclease OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3041 PE=3 SV=1,859441.0879,824128.6367,994006.1602,754456.1445,789428.9316,947552.2227,885244.4727,1178195.754,834891.5742,744450.2617,1351345.8869999999,1588050.3159999999,1752671.446,1558449.821,1868709.9319999998,1968572.852,1672572.914,2009153.324,1637088.055,1920038.076
tr|A0A140NEF9|A0A140NEF9_ECOBD,Pantothenate kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=coaA PE=3 SV=1,1206023.037,1296371.614,1500296.8269999998,1325949.534,1078135.549,1345914.771,1530648.664,1407632.437,1307022.035,1199392.774,1568730.56,1469871.3590000002,2478748.531,2187041.1180000002,2205838.47,2079754.865,2056062.364,2557457.366,2414327.148,2295835.629
tr|A0A140NEG9|A0A140NEG9_ECOBD,Acetylglutamate kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=argB PE=1 SV=1,4616469.09,6964093.466,7009963.071,2233646.909,3099396.392,4839765.638,5380785.605,9216013.742,2089944.158,2854537.079,1085114.88,1441799.965,4348166.228999999,2293383.585,2649997.869,2726565.2260000003,1546987.7319999998,3234860.421,2166574.2180000003,2607224.134
tr|A0A140NEH6|A0A140NEH6_ECOBD,Periplasmic binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3063 PE=4 SV=1,80023.91992,79064.00977,86933.19336,70806.78906,79524.93945,81090.61914,85232.66992,93401.55664,81431.23438,77731.67383,252579.1323,185693.2051,360745.5918,278986.8472,322894.3335,384772.1621,239557.1641,350471.4609,289182.6538,356677.9761
tr|A0A140NEI9|A0A140NEI9_ECOBD,Tol-Pal system protein TolB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tolB PE=3 SV=1,10979921.27,13571783.34,13545275.51,8275327.516,8784412.545,11833609.18,13710466.84,15066257.23,8233900.355,7695438.834,9607811.816,9784723.95,16274865.07,16191084.89,14096923.86,12943172.19,10879688.49,16461098.53,16237476.27,15020765.48
tr|A0A140NEJ3|A0A140NEJ3_ECOBD,"6,7-dihydropteridine reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3084 PE=4 SV=1",18357757.36,18965882.0,20624424.07,13545684.0,16074086.57,19364665.76,20605321.38,26160298.21,14841050.34,14114411.06,16244121.61,15327537.23,22679381.82,19512280.84,20775290.34,21082252.61,17485567.87,25418621.81,21279718.84,21751604.18
tr|A0A140NEJ4|A0A140NEJ4_ECOBD,Met repressor OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=metJ PE=3 SV=1,1540071.535,1527334.39,1814310.354,1226075.756,1330951.244,1574667.8069999998,1877690.3590000002,2133510.875,1246553.771,1133060.285,3311711.867,3707067.563,4380970.875,3753534.6089999997,4436353.508,4207062.977,4184563.102,4681492.461,3893719.914,4001765.992
tr|A0A140NEJ5|A0A140NEJ5_ECOBD,"3,4-dihydroxyphenylacetate 2,3-dioxygenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3668 PE=4 SV=1",130462.8628,101952.4697,240109.1338,88684.92676,98874.30371000001,145929.4043,100036.7131,254744.3779,90046.83057,100565.9873,212821.8911,240782.5967,594910.2656,241469.6826,354835.6934,335039.4751,228779.27,555537.5645,246038.9297,359665.5576
tr|A0A140NEJ9|A0A140NEJ9_ECOBD,"Transcriptional regulator, IclR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3151 PE=4 SV=1",1934422.625,2053584.4,2364263.555,1392937.086,1471111.176,2052408.505,2458595.268,2556812.89,1425212.4740000002,1375341.032,1267299.615,1143845.259,2207758.884,2081361.898,1938084.899,1699057.955,1526611.247,2556354.353,2258891.419,2067844.56
tr|A0A140NEK1|A0A140NEK1_ECOBD,Adenylosuccinate synthetase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=purA PE=3 SV=1,62474484.47,56526287.36,72624872.27,57191078.46,57710069.72,65547725.85,69355289.18,70100289.08,62266776.69,50219931.59,68465420.26,63348730.86,93641672.25,76520520.68,85691740.36,81853036.8,86910550.89,94554782.0,84657737.76,88173865.3
tr|A0A140NEK3|A0A140NEK3_ECOBD,Regulator of ribonuclease activity A OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rraA PE=3 SV=1,1890164.352,2215015.978,2993561.1339999996,1472590.3490000002,1477596.106,2065198.715,1990508.041,2509056.116,1496860.388,1366456.2140000002,1038363.195,1034581.8790000001,2123316.844,1659838.211,1622484.75,1485722.586,1173249.664,1708173.445,1633137.852,1802711.2659999998
tr|A0A140NEK4|A0A140NEK4_ECOBD,Modulator of FtsH protease HflC OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3859 PE=3 SV=1,13085005.26,14890039.32,12981783.26,13231617.24,11384449.14,13993380.46,16130282.05,12712631.55,12968367.26,10787708.36,13467670.01,15395773.25,16383559.18,19285421.6,17277539.08,17221552.45,17627566.72,16959272.19,19594379.21,18263678.26
tr|A0A140NEK5|A0A140NEK5_ECOBD,Cobalamin synthesis protein P47K OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3678 PE=4 SV=1,2701350.992,2130623.567,3572278.307,2236747.849,2189889.17,2793008.0110000004,3014810.475,3172394.6089999997,2409113.6319999998,2507407.634,1288967.7759999998,986947.8994,2466772.596,1675480.656,1874780.6819999998,1453132.334,1460002.505,2738250.877,1937961.158,1899547.9640000002
tr|A0A140NEK7|A0A140NEK7_ECOBD,Inosine kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3179 PE=4 SV=1,3945618.108,4161146.5289999996,4223824.6280000005,3435831.32,3643095.3,4112116.916,4247497.893,4803605.412,3684919.6539999996,3164231.2810000004,2645737.308,2843970.894,3290687.485,3186214.227,3300058.38,3528778.163,3106114.753,3458076.104,3268145.7539999997,3462090.3510000003
tr|A0A140NEL3|A0A140NEL3_ECOBD,Oligoribonuclease OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=orn PE=3 SV=1,3566307.2539999997,3383253.4510000004,4028987.5289999996,2831115.915,3249490.934,3727455.0110000004,3850632.3039999995,4878408.7469999995,3051424.2810000004,2944744.724,3010079.252,3366126.495,4533290.673,3441112.105,4035943.3389999997,4189460.49,3643519.937,4437325.039,3813258.9680000003,4151229.205
tr|A0A140NEL5|A0A140NEL5_ECOBD,Triosephosphate isomerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tpiA PE=3 SV=1,34709007.39,31775516.04,47936379.02,27424232.49,28444471.93,36674478.09,39985508.38,46143942.21,29573111.99,25136412.77,32938219.94,35032785.14,60145126.65,42448142.86,47508711.27,42572518.31,40248214.36,57718681.59,49068098.84,49574921.89
tr|A0A140NEL6|A0A140NEL6_ECOBD,Allophanate hydrolase subunit 1 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2950 PE=4 SV=1,130175.4648,170882.8359,156509.1729,180679.8911,123018.3633,144835.4746,201319.9512,140988.4316,118999.5142,122271.7549,41807.19727,42370.657719999996,98140.47559,83949.48438,85944.76074,63291.68848,59985.9209,87991.05859,109810.1201,84659.77734
tr|A0A140NEM2|A0A140NEM2_ECOBD,Beta-lactamase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3879 PE=3 SV=1,266471.4873,257924.24800000002,311123.9912,251984.0273,235996.1997,295172.5029,307872.8535,347446.0117,273488.1992,223517.1924,227906.6436,250022.1719,321331.7676,298305.5488,325839.9531,313427.6709,296562.0117,366926.5986,332729.3066,330572.9175
tr|A0A140NEM3|A0A140NEM3_ECOBD,Fumarate reductase subunit C OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=frdC PE=3 SV=1,237028.0469,251091.6875,408026.0938,131271.8008,125288.4102,239934.0469,239580.4297,385069.7031,137108.3047,120196.7227,132615.3613,136208.5332,492006.2344,255081.5938,291266.9531,192948.12300000002,181199.41600000003,421739.9258,297614.1406,294876.5742
tr|A0A140NEM4|A0A140NEM4_ECOBD,Superoxide dismutase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4115 PE=3 SV=1,76216758.11,57059297.67,103710248.9,69838470.85,74497269.44,82113936.49,72260770.26,90956109.08,78766848.75,74403789.01,80965597.0,70965420.83,111223248.7,72098374.4,94638210.8,105295649.2,95594719.55,105725221.7,79001569.69,95408017.15
tr|A0A140NEM8|A0A140NEM8_ECOBD,Ferrochelatase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hemH PE=3 SV=1,97136.50195,120969.33300000001,136369.3809,65082.129389999995,83109.18652,111836.7441,122627.6787,146303.3906,73810.74512,68070.37305,204300.1094,215162.3516,283011.2246,300962.6016,299509.0781,288663.4922,252928.6367,328275.4219,284508.043,314656.6836
tr|A0A140NEN1|A0A140NEN1_ECOBD,S4 RNA-binding domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3130 PE=4 SV=1,2441919.33,2045044.6809999999,3019217.0160000003,2356001.846,2096630.053,2536429.496,2374327.398,2765752.184,2411757.422,2311851.357,1443629.205,1345348.8590000002,2192994.164,1885612.3380000002,2168445.986,1880093.676,1994088.494,2340298.051,2013198.131,2150420.695
tr|A0A140NEN2|A0A140NEN2_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3887 PE=4 SV=1,2516041.336,4082569.59,2991673.065,1938825.073,2302557.606,2917417.313,3888000.639,2996583.756,1997725.4419999998,1818819.801,1385963.369,1624138.275,2288156.244,2578297.692,2174862.494,2226368.826,1472009.0219999999,1897946.01,2786987.1769999997,2232680.3230000003
tr|A0A140NEN4|A0A140NEN4_ECOBD,Regulatory protein GntR HTH OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3710 PE=4 SV=1,127177.3652,146401.4727,167374.2695,96208.30664,112611.3965,138131.9922,148397.7969,165927.2813,88447.69336,96381.92969,148471.5879,105547.6094,257994.2012,230238.8594,221637.8906,187236.8555,151306.4609,269859.3516,233746.7637,210222.8848
tr|A0A140NEN6|A0A140NEN6_ECOBD,10 kDa chaperonin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=groS PE=3 SV=1,83500462.78,87122764.91,79294405.44,78096862.6,67161245.19,85950441.67,98463894.87,102403391.4,77463176.67,64013638.51,66216954.14,89507231.56,84722485.05,94984518.3,94021627.25,91377863.63,93410190.37,106634367.1,102523799.6,97565297.93
tr|A0A140NEN8|A0A140NEN8_ECOBD,Negative modulator of initiation of replication OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=seqA PE=3 SV=1,4564264.938,4702407.694,5494904.976,3695548.061,3328354.3680000002,4837821.5139999995,5035101.67,6867610.055,3690253.8430000003,3556308.852,15228589.33,6272171.152000001,10157330.03,7719781.796,10567961.11,18536170.4,7314116.406,10746904.12,8471171.574,11429551.87
tr|A0A140NEP3|A0A140NEP3_ECOBD,MscS Mechanosensitive ion channel OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3191 PE=4 SV=1,884880.2529,1113236.213,841423.2471,882312.104,861717.8535,858780.3037,1294856.267,841101.7354,824452.1719,807252.0967,1292836.227,1305644.369,2039524.7230000002,1672259.619,1814326.1909999999,1714124.975,1577648.9730000002,2143044.318,1747964.4430000002,1840193.2680000002
tr|A0A140NEP7|A0A140NEP7_ECOBD,Glucosamine-6-phosphate deaminase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nagB PE=3 SV=1,1184914.46,1000670.99,2098341.381,768371.1807,876049.8535,1249399.271,1162522.978,1916739.727,843628.5190000001,719892.8945,767247.5811,742506.8496,2047303.505,1001046.2409999999,1317398.415,1024303.522,969836.6934,1818063.26,1228617.019,1351720.041
tr|A0A140NEQ0|A0A140NEQ0_ECOBD,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=clpX PE=3 SV=1,15479087.77,19714748.24,20493392.01,10504511.81,12242041.22,16292181.76,18191802.25,22441561.68,10740280.26,10299438.54,12177927.25,11997215.2,22979369.07,21051214.17,18543057.36,16868915.99,12669025.28,22594777.16,19907251.69,19056475.55
tr|A0A140NEQ7|A0A140NEQ7_ECOBD,Apolipoprotein N-acyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lnt PE=3 SV=1,1142237.729,1381834.79,897620.1418,1158383.572,1051113.851,1264341.0829999999,1230171.3190000001,1060054.351,1229175.252,957033.2813,1745084.049,3100316.64,1882844.7340000002,2253605.819,2299423.358,2887909.771,2075534.076,1690727.514,2173226.152,2371370.74
tr|A0A140NEQ9|A0A140NEQ9_ECOBD,"Two component transcriptional regulator, winged helix family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3918 PE=4 SV=1",3228304.597,5010842.781,4640512.243,2045532.424,2426567.148,3505105.729,4840378.923,4190662.82,2015694.03,2394404.567,1767930.264,1127620.496,4527946.051,4414275.098,3250756.012,2547134.082,1866547.924,4196270.016,4454587.234,3324495.691
tr|A0A140NER0|A0A140NER0_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3160 PE=4 SV=1,39473.65137,47206.91406,44219.60303,35380.41431,34880.792480000004,42297.78516,45042.93457,46329.23145,36776.70996,36166.015139999996,8867.086914,8486.348633,8242.030273,11732.03125,6901.573242,6827.555176000001,8490.983398,7418.699219,14764.768559999999,16762.17578
tr|A0A140NER5|A0A140NER5_ECOBD,"Metabolite/H+ symporter, major facilitator superfamily (MFS) OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3920 PE=4 SV=1",4793936.379,4051142.687,3783094.014,4721445.572,6082887.574,5147335.087,4581505.665,4312930.675,5086225.77,5468160.223999999,4786938.754,2972039.861,3080612.3419999997,3523227.4260000004,3973487.848,4881693.352,4308087.016,3946686.0039999997,3329692.9689999996,4137169.7539999997
tr|A0A140NER9|A0A140NER9_ECOBD,DNA polymerase I OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=polA PE=3 SV=1,8360212.98,8850095.155,11500170.55,5778041.567000001,7453992.399,9009449.234,9017381.719,13371453.94,5968944.045,6255899.998,6950498.107999999,6585821.073,12509694.09,9627174.406,9948972.367,9320860.79,7070329.369,13108588.83,9658219.64,10311219.97
tr|A0A140NES2|A0A140NES2_ECOBD,7-cyano-7-deazaguanine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=queC PE=3 SV=1,575290.8152,527057.3018,799817.5042,427865.7034,467552.7876,624666.7651,668634.3579,785040.6685,489249.0072,485779.398,352330.5043,295207.5627,665833.252,428723.9905,478934.0363,440650.68100000004,426612.9587,666986.2109,523029.4285,544507.2134
tr|A0A140NES8|A0A140NES8_ECOBD,"Peptidoglycan D,D-transpeptidase MrdA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=mrdA PE=3 SV=1",291742.4766,320125.8325,282504.9521,289014.7617,311633.5303,324942.6611,372461.5645,298935.8242,284971.2734,321552.5869,518020.5742,487692.5449,640681.2422,621465.7637,644738.8535,665641.5586,568655.25,657605.1055,631371.8438,632065.0723
tr|A0A140NET1|A0A140NET1_ECOBD,Ribose 5-phosphate isomerase B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3940 PE=4 SV=1,77508.11133,77950.15625,95120.5625,55693.037110000005,64151.71094,78563.40039,95713.67969,86496.6875,61057.45507999999,55349.29882999999,18342.58594,21791.39453,21981.2793,20921.43945,24166.28516,21626.61328,25138.70117,18688.82813,18205.00586,20002.41211
tr|A0A140NET2|A0A140NET2_ECOBD,Trigger factor OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tig PE=3 SV=1,181392938.6,192158563.5,203633920.2,152073612.0,168174413.4,191989098.7,188087322.0,221706095.9,164354078.1,145813462.3,194767750.8,213555507.6,248909138.0,225555641.1,237652095.7,248990482.6,217404820.6,245203920.4,221296039.5,240099388.1
tr|A0A140NET7|A0A140NET7_ECOBD,Sec-independent protein translocase protein TatB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=tatB PE=3 SV=1,655749.8145,699850.0762,507275.0508,678422.6719,707474.1934,700788.3437,816412.2129,759058.1738,556006.5332,645861.0039,536419.8027,751523.4727,632861.6729,518917.959,610646.7109,765667.4258,554138.9805,572418.6006,484029.6475,629331.5957
tr|A0A140NET9|A0A140NET9_ECOBD,Amino acid permease-associated region OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3259 PE=4 SV=1,88183.8042,77770.07715,74967.32324,96493.35449,104437.33300000001,94155.94238,84985.43066,85240.17529,99523.61719,80677.82128999999,101083.6875,106609.5625,109456.1484,127790.5,118977.4688,141549.4688,124761.2656,109436.6563,116752.9531,133139.6406
tr|A0A140NEV1|A0A140NEV1_ECOBD,Probable cytosol aminopeptidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pepA PE=3 SV=1,15222423.22,16301769.75,20732128.72,11403563.03,12416612.02,15931934.98,17403204.96,22002751.82,12280197.98,10345096.32,9753200.131000001,10220946.47,17008036.06,12875642.64,14152020.03,13115954.35,11309074.48,16473327.67,14240050.5,14210288.4
tr|A0A140NEV3|A0A140NEV3_ECOBD,1-deoxy-D-xylulose-5-phosphate synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dxs PE=3 SV=1,5017124.983,5764351.094,6287090.913,3668241.318,4017798.9269999997,5343564.147,6409399.137,6401810.792,3886148.0760000004,3424863.959,4297000.263,4177875.711,7833169.435,7240125.578,6421332.086,5816937.507,5321980.257,7850132.895,7543716.582,6915749.573
tr|A0A140NEV5|A0A140NEV5_ECOBD,"Alkyl hydroperoxide reductase, F subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3046 PE=4 SV=1",27846651.19,28517518.75,27242634.26,24374219.2,27315941.95,29078793.23,32275245.09,28505651.74,25591075.0,23428947.27,25284315.39,24299528.35,25335609.96,27391253.93,27780400.83,31036284.02,26421149.63,25916493.34,29738310.44,28955267.44
tr|A0A140NEW4|A0A140NEW4_ECOBD,Short-chain dehydrogenase/reductase SDR OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3058 PE=4 SV=1,214951.5029,185064.1826,208427.4873,229004.91600000003,256770.8516,242976.1328,211215.4189,190316.0352,276927.4648,232310.0088,236138.8066,226621.4893,196502.5488,163991.5254,233724.8887,297329.3223,270450.917,162720.0127,182540.9385,231755.3887
tr|A0A140NEW5|A0A140NEW5_ECOBD,Aminotransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3979 PE=3 SV=1,6164061.822000001,5959898.54,9293898.855,4385996.05,4940617.7530000005,6535233.231000001,6957113.04,9163182.399,4864777.938,4160387.9460000005,3953457.329,4396929.353,8954043.333999999,5663076.34,6478069.325,5441132.477999999,5108318.113,8078246.977999999,6572059.386,6646552.408
tr|A0A140NEW6|A0A140NEW6_ECOBD,"ATP-dependent DNA helicase, RecQ family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4216 PE=4 SV=1",149801.5059,201223.8789,166108.2803,133068.6455,142543.87699999998,170842.5684,171963.1885,217622.375,133451.6387,145125.7842,198356.5703,229072.5371,254056.3301,237487.1152,252494.1133,270444.666,227325.5313,269160.5879,240467.2891,289400.9199
tr|A0A140NEW8|A0A140NEW8_ECOBD,ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=clpP PE=3 SV=1,6632137.721,7247510.995,7287317.331,5409537.459,5522306.125,6878588.076,7942314.146000001,7427849.033,5478418.401000001,4521450.731000001,2498864.224,2983367.935,3859783.7180000003,4144790.893,3680700.9839999997,3592129.6610000003,3307530.9310000003,3467816.066,4213787.9969999995,4107829.957
tr|A0A140NEW9|A0A140NEW9_ECOBD,Anaerobic ribonucleoside-triphosphate reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3796 PE=4 SV=1,8894230.297,7102518.393999999,11230765.04,7446147.38,8037057.542,9550521.025,8093841.432999999,13564679.01,8173766.325,7459080.536,6336601.373,6128901.765,9909809.826,6316611.543,8408878.666000001,7919709.107999999,7705631.5879999995,12226243.48,6647419.368,8736824.688
tr|A0A140NEX4|A0A140NEX4_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4227 PE=4 SV=1,325696.543,465041.2461,315652.0664,245428.5215,308208.5234,344252.6113,520293.3613,295298.0391,267340.8809,220590.9902,380840.3633,402716.5898,588923.082,819540.375,649049.4023,558999.2051,468686.3066,588528.7344,932295.3711,676861.1953
tr|A0A140NEX6|A0A140NEX6_ECOBD,Beta-lactamase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3289 PE=4 SV=1,880602.4258,1045855.6259999999,1044077.671,739308.9502,732681.9863,954614.8232,1059715.188,855181.0566,709186.2529,681764.6157,486729.4561,526902.3809,783496.0283,726919.2568,696227.6113,703733.8789,556903.4648,597904.4102,731377.4238,696711.502
tr|A0A140NEX7|A0A140NEX7_ECOBD,Periplasmic binding protein/LacI transcriptional regulator OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3806 PE=4 SV=1,1648407.831,993966.625,4891134.153,728951.8186,824039.5532,1786913.4419999998,1327170.15,3773483.309,681831.9936,640664.4144,660602.9814,779678.2383,6646835.367000001,1398736.814,2726255.039,1027283.123,979127.3047,5012775.336,1816273.139,2683530.594
tr|A0A140NEX9|A0A140NEX9_ECOBD,Replicative DNA helicase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3981 PE=3 SV=1,2096768.394,2725704.012,2719234.857,1359887.25,1704512.321,2194214.249,2529930.84,2954342.917,1402641.885,1472024.904,2604816.464,2219389.5,4649175.931,4479117.593,3900954.2830000003,3375616.452,2692972.1,4773179.518999999,4253784.063,4050230.74
tr|A0A140NEY2|A0A140NEY2_ECOBD,Maltoporin OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lamB PE=2 SV=1,48900372.97,42770834.43,134638558.9,24292732.38,35064095.03,49887810.6,32930127.74,90476538.77,39162963.32,23076668.07,29603507.46,24653154.98,93424625.44,32346006.05,52460901.24,32747956.54,24997253.22,63807435.81,41455660.61,52570121.67
tr|A0A140NEY3|A0A140NEY3_ECOBD,Porphobilinogen deaminase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hemC PE=3 SV=1,2972458.711,2945087.193,3603854.0530000003,2507159.563,2558292.123,3288510.902,3371607.685,3777259.752,2659868.542,2447383.865,1528087.407,1767195.813,1908977.295,1746356.549,1970266.73,2003299.938,2021399.6930000002,2107587.331,1874893.019,2102148.903
tr|A0A140NEY7|A0A140NEY7_ECOBD,Polyprenyl synthetase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3240 PE=3 SV=1,1133445.798,1243233.787,1402333.476,945765.5342,1027225.293,1224243.278,1297432.946,1425481.023,999110.4126,950699.0713,1479067.062,1530417.0119999999,2267041.974,2065767.774,2097730.096,2077851.2240000002,1790496.769,2444435.79,2083864.904,2224547.641
tr|A0A140NEY8|A0A140NEY8_ECOBD,"2',3'-cyclic-nucleotide 2'-phosphodiesterase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3816 PE=3 SV=1",6624349.694,6851223.078,12241519.88,4047425.6380000003,4304866.233,6968514.085,8142429.411,9867283.27,4096749.045,3832491.332,3760035.255,4177886.425,12554382.06,7261858.289,7706158.005,5243216.782,4996249.522,10131866.35,8605007.816,7784511.503
tr|A0A140NEY9|A0A140NEY9_ECOBD,Diacylglycerol kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3991 PE=3 SV=1,731976.9707,759178.8672,955493.7656,648529.8926,682143.2793,750181.9414,1043415.563,707934.6504,583315.9668,530519.5781,461849.7266,342285.2461,686389.5938,896592.9688,626828.5391,546399.9453,565364.6563,619390.7734,889673.2656,711428.8125
tr|A0A140NEZ0|A0A140NEZ0_ECOBD,Periplasmic copper-binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3089 PE=4 SV=1,90694.37891,72071.9668,160317.7188,82017.17969,67266.46875,98492.75391,67268.29492,161646.0313,81282.66797000001,60604.099610000005,128194.4229,158579.2607,225392.3008,147711.3164,177281.6133,170051.4238,150767.8086,204205.4355,157765.1553,192050.9844
tr|A0A140NEZ7|A0A140NEZ7_ECOBD,Nucleoside-specific channel-forming protein Tsx OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3250 PE=4 SV=1,3179124.835,3101013.256,3068981.3619999997,3540963.06,3239284.854,3548872.6180000002,3430585.4869999997,4021479.2430000002,3733962.722,2938354.939,2951887.2830000003,2958433.095,3296044.745,3364806.695,3558141.3389999997,3691309.1969999997,3873578.0069999998,4052453.2810000004,3296989.1989999996,3782765.578
tr|A0A140NF01|A0A140NF01_ECOBD,Transcription termination factor Rho OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rho PE=3 SV=1,136220308.3,149024523.0,155434695.2,108066061.7,112343723.1,141678751.0,150651126.8,194011224.6,117688360.7,103476760.1,95463108.62,102336342.8,140365109.7,126762579.1,129166392.6,123956051.3,115903496.7,158043811.3,128599396.3,133849554.6
tr|A0A140NF03|A0A140NF03_ECOBD,"Transcriptional regulator, IclR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4019 PE=4 SV=1",630979.8594,666059.292,914432.1377,433437.3994,495988.4443,680377.5098,726083.3975,948596.7988,431591.0381,427767.3242,335675.7383,374670.2949,625568.7617,492152.6523,516415.5195,509934.4219,456669.8789,619679.7734,489311.9082,561834.6953
