Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane
A0A140NE73,A0A140NE73_ECOBD,unreviewed,"Transcriptional regulator, LysR family",ECBD_3022,Escherichia coli (strain B / BL21-DE3),317,,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],GO:0003677; GO:0003700,,,,,
A0A140NBJ7,A0A140NBJ7_ECOBD,unreviewed,Alcohol dehydrogenase zinc-binding domain protein,ECBD_1868,Escherichia coli (strain B / BL21-DE3),358,,,oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270],oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270],GO:0008270; GO:0016491,,,,,
A0A140ND43,A0A140ND43_ECOBD,unreviewed,Uncharacterized protein,ECBD_2637,Escherichia coli (strain B / BL21-DE3),72,,,,,,,,,,
A0A140NAS8,A0A140NAS8_ECOBD,unreviewed,Putative multidrug resistance protein MdtD,mdtD ECBD_1576,Escherichia coli (strain B / BL21-DE3),471,,integral component of plasma membrane [GO:0005887],integral component of plasma membrane [GO:0005887]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],GO:0005887; GO:0022857,,,"SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01577, ECO:0000256|SAAS:SAAS01204453}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01577, ECO:0000256|SAAS:SAAS01204453}.",,TRANSMEM 12 33 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 45 64 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 76 96 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 102 123 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 135 157 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 163 185 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 197 214 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 226 243 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 263 280 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 286 308 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 329 355 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 396 418 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.; TRANSMEM 430 451 Helical. {ECO:0000256|HAMAP-Rule:MF_01577}.
A0A140NBB0,A0A140NBB0_ECOBD,unreviewed,Phage regulatory protein N,ECBD_2890,Escherichia coli (strain B / BL21-DE3),99,,,,,,,,,,
A0A140NAH4,A0A140NAH4_ECOBD,unreviewed,Carboxylate/amino acid/amine transporter,ECBD_1687,Escherichia coli (strain B / BL21-DE3),306,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 37 56 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 68 86 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 98 117 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 124 143 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 149 169 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 176 199 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 211 233 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 245 262 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 268 290 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N8G2,A0A140N8G2_ECOBD,unreviewed,Uncharacterized protein,ECBD_0726,Escherichia coli (strain B / BL21-DE3),308,,,,,,,,,,
A0A140N9N9,A0A140N9N9_ECOBD,unreviewed,SmpA/OmlA domain protein,ECBD_1906,Escherichia coli (strain B / BL21-DE3),112,,outer membrane [GO:0019867],outer membrane [GO:0019867],,GO:0019867,,,,,
A0A140NDD1,A0A140NDD1_ECOBD,unreviewed,Methyltransferase type 11,ECBD_3414,Escherichia coli (strain B / BL21-DE3),207,,,methyltransferase activity [GO:0008168],methyltransferase activity [GO:0008168],GO:0008168,,,,,
A0A140NDV7,A0A140NDV7_ECOBD,unreviewed,GPR1/FUN34/yaaH family protein,ECBD_3608,Escherichia coli (strain B / BL21-DE3),188,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 12 31 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 37 56 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 63 84 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 96 116 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 123 143 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 149 169 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NDY1,A0A140NDY1_ECOBD,unreviewed,Nicotinamide mononucleotide transporter PnuC,ECBD_2916,Escherichia coli (strain B / BL21-DE3),239,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; nicotinamide riboside transmembrane transporter activity [GO:0034257],nicotinamide riboside transmembrane transporter activity [GO:0034257],GO:0016021; GO:0034257,,,,,TRANSMEM 22 40 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 47 65 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 71 88 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 109 139 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 159 178 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 185 205 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N6Q3,A0A140N6Q3_ECOBD,unreviewed,Substrate-binding region of ABC-type glycine betaine transport system,ECBD_1040,Escherichia coli (strain B / BL21-DE3),330,,ATP-binding cassette (ABC) transporter complex [GO:0043190],ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],GO:0022857; GO:0043190,,,,,
A0A140NER0,A0A140NER0_ECOBD,unreviewed,Uncharacterized protein,ECBD_3160,Escherichia coli (strain B / BL21-DE3),804,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 243 263 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 295 317 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 337 356 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 377 397 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 403 429 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 450 473 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 683 702 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 723 747 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 767 790 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N9Z6,A0A140N9Z6_ECOBD,unreviewed,Aldehyde Dehydrogenase,ECBD_2225,Escherichia coli (strain B / BL21-DE3),479,,,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]",GO:0016620,,,,,
A0A140NCP6,A0A140NCP6_ECOBD,unreviewed,2-keto-3-deoxygluconate permease (KDG permease),kdgT ECBD_4114,Escherichia coli (strain B / BL21-DE3),327,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; 2-keto-3-deoxygluconate:proton symporter activity [GO:0015649],2-keto-3-deoxygluconate:proton symporter activity [GO:0015649],GO:0005886; GO:0015649; GO:0016021,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_00070}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_00070}.,,TRANSMEM 12 29 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 35 57 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 78 97 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 103 127 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 139 164 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 170 187 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 194 211 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 223 243 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 255 274 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.; TRANSMEM 286 309 Helical. {ECO:0000256|HAMAP-Rule:MF_00070}.
A0A140NF38,A0A140NF38_ECOBD,unreviewed,Xanthine/uracil/vitamin C permease,ECBD_3145,Escherichia coli (strain B / BL21-DE3),433,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],GO:0016021; GO:0022857,,,,,TRANSMEM 45 64 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 99 122 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 129 151 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 171 190 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 197 217 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 237 260 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 281 300 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 320 341 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 353 371 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 377 396 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 408 427 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N746,A0A140N746_ECOBD,unreviewed,Type III effector Hrp-dependent outers,ECBD_0987,Escherichia coli (strain B / BL21-DE3),420,,,,,,,,,,
A0A140NE26,A0A140NE26_ECOBD,unreviewed,Site-specific DNA-methyltransferase (Adenine-specific) (EC 2.1.1.72),ECBD_3681,Escherichia coli (strain B / BL21-DE3),529,,,DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007],DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007],GO:0003677; GO:0008170; GO:0009007,2.1.1.72,,,,
A0A140N9R9,A0A140N9R9_ECOBD,unreviewed,"Transcriptional regulator, AraC family",ECBD_2140,Escherichia coli (strain B / BL21-DE3),253,,,DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],GO:0003700; GO:0043565,,,,,
A0A140NHV7,A0A140NHV7_ECOBD,unreviewed,"HAD-superfamily hydrolase, subfamily IA, variant 3",ECBD_4142,Escherichia coli (strain B / BL21-DE3),199,,,hydrolase activity [GO:0016787],hydrolase activity [GO:0016787],GO:0016787,,,,,
A0A140N7I0,A0A140N7I0_ECOBD,unreviewed,Uncharacterized protein,ECBD_1958,Escherichia coli (strain B / BL21-DE3),370,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 12 31 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 37 53 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 65 86 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 160 179 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 247 271 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 277 295 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 307 334 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NAP2,A0A140NAP2_ECOBD,unreviewed,Spermidine/putrescine import ATP-binding protein PotA (EC 7.6.2.11),potA ECBD_2473,Escherichia coli (strain B / BL21-DE3),378,,ATP-binding cassette (ABC) transporter complex [GO:0043190],ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled putrescine transmembrane transporter activity [GO:0015594]; ATPase-coupled spermidine transmembrane transporter activity [GO:0015595],ATPase activity [GO:0016887]; ATPase-coupled putrescine transmembrane transporter activity [GO:0015594]; ATPase-coupled spermidine transmembrane transporter activity [GO:0015595]; ATP binding [GO:0005524],GO:0005524; GO:0015594; GO:0015595; GO:0016887; GO:0043190,7.6.2.11,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01726}; Peripheral membrane protein {ECO:0000256|HAMAP-Rule:MF_01726}.,,
A0A140N7D1,A0A140N7D1_ECOBD,unreviewed,Uncharacterized protein,ECBD_2185,Escherichia coli (strain B / BL21-DE3),49,,,,,,,,,,
A0A140N9X7,A0A140N9X7_ECOBD,unreviewed,Peptidase U32,ECBD_2204,Escherichia coli (strain B / BL21-DE3),653,,,peptidase activity [GO:0008233],peptidase activity [GO:0008233],GO:0008233,,,,,
A0A140N6H2,A0A140N6H2_ECOBD,unreviewed,von Willebrand factor type A,ECBD_1583,Escherichia coli (strain B / BL21-DE3),219,,,,,,,,,,
A0A140NFR0,A0A140NFR0_ECOBD,unreviewed,EcpB_C domain-containing protein,ECBD_3365,Escherichia coli (strain B / BL21-DE3),222,,,,,,,,,,
A0A140N304,A0A140N304_ECOBD,unreviewed,Uncharacterized protein,ECBD_0236,Escherichia coli (strain B / BL21-DE3),407,,,,,,,,,,
A0A140NAF8,A0A140NAF8_ECOBD,unreviewed,Uncharacterized protein,ECBD_2180,Escherichia coli (strain B / BL21-DE3),160,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 7 25 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NDZ3,A0A140NDZ3_ECOBD,unreviewed,"Mg chelatase, subunit ChlI",ECBD_4272,Escherichia coli (strain B / BL21-DE3),506,,,,,,,,,,
A0A140N6A9,A0A140N6A9_ECOBD,unreviewed,SNARE associated Golgi protein,ECBD_1522,Escherichia coli (strain B / BL21-DE3),192,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 12 35 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 41 63 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 122 143 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 163 180 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N4R5,A0A140N4R5_ECOBD,unreviewed,"Transcriptional regulator/antitoxin, MazE",ECBD_0946,Escherichia coli (strain B / BL21-DE3),82,,,DNA binding [GO:0003677]; toxin-antitoxin pair type II binding [GO:0097351],DNA binding [GO:0003677]; toxin-antitoxin pair type II binding [GO:0097351],GO:0003677; GO:0097351,,,,,
A0A140N8B8,A0A140N8B8_ECOBD,unreviewed,Uncharacterized protein,ECBD_2274,Escherichia coli (strain B / BL21-DE3),57,,,,,,,,,,
A0A140NBE1,A0A140NBE1_ECOBD,unreviewed,Uncharacterized protein,ECBD_1814,Escherichia coli (strain B / BL21-DE3),79,,,,,,,,,,
A0A140NFA2,A0A140NFA2_ECOBD,unreviewed,MOSC domain containing protein,ECBD_4113,Escherichia coli (strain B / BL21-DE3),224,,,catalytic activity [GO:0003824]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170],catalytic activity [GO:0003824]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170],GO:0003824; GO:0030151; GO:0030170,,,,,
A0A140NEM1,A0A140NEM1_ECOBD,unreviewed,Uncharacterized protein,ECBD_3120,Escherichia coli (strain B / BL21-DE3),92,,,,,,,,,,
A0A140NCE3,A0A140NCE3_ECOBD,unreviewed,Uncharacterized protein,ECBD_2344,Escherichia coli (strain B / BL21-DE3),41,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 21 39 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NG19,A0A140NG19_ECOBD,unreviewed,Oxidoreductase FAD/NAD(P)-binding domain protein,ECBD_4181,Escherichia coli (strain B / BL21-DE3),233,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],GO:0016491,,,,,
A0A140N3A4,A0A140N3A4_ECOBD,unreviewed,DoxX family protein,ECBD_0638,Escherichia coli (strain B / BL21-DE3),130,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 7 26 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 46 66 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 73 91 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 103 122 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N7Q2,A0A140N7Q2_ECOBD,unreviewed,Toluene tolerance family protein,ECBD_0550,Escherichia coli (strain B / BL21-DE3),211,,,,,,,,,,
A0A140N6K0,A0A140N6K0_ECOBD,unreviewed,L-lactate permease,ECBD_0122,Escherichia coli (strain B / BL21-DE3),551,,integral component of plasma membrane [GO:0005887],integral component of plasma membrane [GO:0005887]; lactate transmembrane transporter activity [GO:0015129],lactate transmembrane transporter activity [GO:0015129],GO:0005887; GO:0015129,,,SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|RuleBase:RU365092}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU365092}.,,TRANSMEM 12 33 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 40 58 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 70 95 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 116 149 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 155 179 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 199 217 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 252 269 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 368 387 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 407 425 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 431 456 Helical. {ECO:0000256|RuleBase:RU365092}.; TRANSMEM 529 550 Helical. {ECO:0000256|RuleBase:RU365092}.
A0A140N3H1,A0A140N3H1_ECOBD,unreviewed,"Transcriptional regulator, XRE family",ECBD_0718,Escherichia coli (strain B / BL21-DE3),131,,,DNA binding [GO:0003677],DNA binding [GO:0003677],GO:0003677,,,,,
A0A140N7X7,A0A140N7X7_ECOBD,unreviewed,"Sulfate ABC transporter, inner membrane subunit",ECBD_1258,Escherichia coli (strain B / BL21-DE3),291,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATPase-coupled sulfate transmembrane transporter activity [GO:0015419],ATPase-coupled sulfate transmembrane transporter activity [GO:0015419],GO:0005886; GO:0015419; GO:0016021,,,,,TRANSMEM 20 43 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 63 89 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 101 124 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 144 162 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 202 228 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 248 268 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N9L3,A0A140N9L3_ECOBD,unreviewed,Uncharacterized protein,ECBD_2000,Escherichia coli (strain B / BL21-DE3),78,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 20 44 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 56 77 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N6I1,A0A140N6I1_ECOBD,unreviewed,Lipopolysaccharide glucosyltransferase I (EC 2.4.1.58),ECBD_0102,Escherichia coli (strain B / BL21-DE3),341,,,lipopolysaccharide 3-alpha-galactosyltransferase activity [GO:0008918]; lipopolysaccharide glucosyltransferase I activity [GO:0008919],lipopolysaccharide 3-alpha-galactosyltransferase activity [GO:0008918]; lipopolysaccharide glucosyltransferase I activity [GO:0008919],GO:0008918; GO:0008919,2.4.1.58,,,,
A0A140N641,A0A140N641_ECOBD,unreviewed,Uncharacterized protein,ECBD_0634,Escherichia coli (strain B / BL21-DE3),118,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 23 44 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 50 68 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 80 98 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N258,A0A140N258_ECOBD,unreviewed,Sulfatase,ECBD_0191,Escherichia coli (strain B / BL21-DE3),563,,integral component of membrane [GO:0016021],"integral component of membrane [GO:0016021]; sulfuric ester hydrolase activity [GO:0008484]; transferase activity, transferring phosphorus-containing groups [GO:0016772]","sulfuric ester hydrolase activity [GO:0008484]; transferase activity, transferring phosphorus-containing groups [GO:0016772]",GO:0008484; GO:0016021; GO:0016772,,,,,TRANSMEM 12 30 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 42 65 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 77 103 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 123 140 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 161 178 Helical. {ECO:0000256|SAM:Phobius}.
A0A140NB49,A0A140NB49_ECOBD,unreviewed,Uncharacterized protein,ECBD_1714,Escherichia coli (strain B / BL21-DE3),137,,,,,,,,,,
A0A140NC27,A0A140NC27_ECOBD,unreviewed,Undecaprenyl-diphosphatase (EC 3.6.1.27),ECBD_2782,Escherichia coli (strain B / BL21-DE3),198,,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886],integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; undecaprenyl-diphosphatase activity [GO:0050380],undecaprenyl-diphosphatase activity [GO:0050380],GO:0005886; GO:0016021; GO:0050380,3.6.1.27,,,,TRANSMEM 20 48 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 60 80 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 126 144 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 150 168 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N8M3,A0A140N8M3_ECOBD,unreviewed,ABC transporter related,ECBD_1725,Escherichia coli (strain B / BL21-DE3),250,,,ATP binding [GO:0005524]; ATPase activity [GO:0016887]; ATPase-coupled amino acid transmembrane transporter activity [GO:0015424],ATPase activity [GO:0016887]; ATPase-coupled amino acid transmembrane transporter activity [GO:0015424]; ATP binding [GO:0005524],GO:0005524; GO:0015424; GO:0016887,,,,,
A0A140N6V8,A0A140N6V8_ECOBD,unreviewed,Glutathione-regulated potassium-efflux system protein KefB (K(+)/H(+) antiporter),kefB ECBD_0398,Escherichia coli (strain B / BL21-DE3),601,,integral component of plasma membrane [GO:0005887],integral component of plasma membrane [GO:0005887]; glutathione-regulated potassium exporter activity [GO:0015503]; solute:proton antiporter activity [GO:0015299],glutathione-regulated potassium exporter activity [GO:0015503]; solute:proton antiporter activity [GO:0015299],GO:0005887; GO:0015299; GO:0015503,,,"SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000256|HAMAP-Rule:MF_01412, ECO:0000256|SAAS:SAAS01082436}; Multi-pass membrane protein {ECO:0000256|HAMAP-Rule:MF_01412, ECO:0000256|SAAS:SAAS01082436}.",,TRANSMEM 6 25 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 32 50 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 56 75 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 87 107 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 113 135 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 147 171 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 183 201 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 213 231 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 237 255 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 267 285 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 291 312 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 324 343 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.; TRANSMEM 355 373 Helical. {ECO:0000256|HAMAP-Rule:MF_01412}.
A0A140N4J6,A0A140N4J6_ECOBD,unreviewed,Uncharacterized protein,ECBD_0043,Escherichia coli (strain B / BL21-DE3),39,,,,,,,,,,
A0A140NB05,A0A140NB05_ECOBD,unreviewed,PfkB domain protein,ECBD_1872,Escherichia coli (strain B / BL21-DE3),315,,,"kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]","kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]",GO:0016301; GO:0016773,,,,,
A0A140NED2,A0A140NED2_ECOBD,unreviewed,Endoribonuclease L-PSP,ECBD_3787,Escherichia coli (strain B / BL21-DE3),131,,,,,,,,,,
A0A140N554,A0A140N554_ECOBD,unreviewed,Uncharacterized protein,ECBD_0267,Escherichia coli (strain B / BL21-DE3),349,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 12 31 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 37 55 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 62 87 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 133 163 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 197 215 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 221 246 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 253 275 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 295 315 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N4I7,A0A140N4I7_ECOBD,unreviewed,"Positive regulator of sigma E, RseC/MucC",ECBD_1111,Escherichia coli (strain B / BL21-DE3),159,,integral component of membrane [GO:0016021],integral component of membrane [GO:0016021],,GO:0016021,,,,,TRANSMEM 79 98 Helical. {ECO:0000256|SAM:Phobius}.; TRANSMEM 104 121 Helical. {ECO:0000256|SAM:Phobius}.
A0A140N9W6,A0A140N9W6_ECOBD,unreviewed,Uncharacterized protein,ECBD_2115,Escherichia coli (strain B / BL21-DE3),371,,,,,,,,,,
A0A140SS92,A0A140SS92_ECOBD,unreviewed,"Sulfate ABC transporter, periplasmic sulfate-binding protein",ECBD_4107,Escherichia coli (strain B / BL21-DE3),329,,,ATPase-coupled sulfate transmembrane transporter activity [GO:0015419]; sulfur compound binding [GO:1901681],ATPase-coupled sulfate transmembrane transporter activity [GO:0015419]; sulfur compound binding [GO:1901681],GO:0015419; GO:1901681,,,,,
