ProtGroup,Counter,Accession,Identical,Similar,OtherLoci,Filter,Coverage,SeqLength,MW,Description,CountsTot,UniqueTot,UniqFrac,Total_TMT1,Total_TMT2,Unique_TMT1,Unique_TMT2,Corrected_TMT1,Corrected_TMT2,PSMs_Used_TMT1,TotInt_126C_TMT1,TotInt_127N_TMT1,TotInt_127C_TMT1,TotInt_128N_TMT1,TotInt_128C_TMT1,TotInt_129N_TMT1,TotInt_129C_TMT1,TotInt_130N_TMT1,TotInt_130C_TMT1,TotInt_131N_TMT1,PSMs_Used_TMT2,TotInt_126C_TMT2,TotInt_127N_TMT2,TotInt_127C_TMT2,TotInt_128N_TMT2,TotInt_128C_TMT2,TotInt_129N_TMT2,TotInt_129C_TMT2,TotInt_130N_TMT2,TotInt_130C_TMT2,TotInt_131N_TMT2
1626,1,tr|A0A140NDY9|A0A140NDY9_ECOBD, , , , ,22.8,158,17085,PEBP family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2850 PE=4 SV=1,5,5,1,3,2,3,2,3,2,3,245926,231379.2578,360142.1641,163093.8711,188645.4219,245938.082,304533.3203,334134.7422,168920.582,158149.0664,2,130529.0137,118874.9746,303011.0625,205934.4102,220281.5234,173608.375,149462.6855,271238.9688,237338.0117,214977.0313
1627,1,tr|A0A140NDZ1|A0A140NDZ1_ECOBD, , , , ,11.2,572,62025,Thiamine pyrophosphate protein TPP binding domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2723 PE=3 SV=1,11,11,1,6,5,6,5,6,5,6,261259.8203,245676.3672,587446.168,175343.166,213886.5459,300600.4375,299747.0527,463682.6563,167885.2676,170446.6104,5,198681.3105,169648.0967,933502.5078,348133.2324,458620.4238,274030.1084,191114.9785,787797.0703,389210.5898,447938.4414
1628,1,tr|A0A140NDZ2|A0A140NDZ2_ECOBD, , , , ,44.1,440,47180,Thymidine phosphorylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=deoA PE=3 SV=1,41,41,1,20,21,20,21,20,21,20,2019223.069,1938903.783,2376078.319,1773163.011,1837733.629,2238164.603,2189716.179,3144355.24,1966183.309,1603834.165,21,1404834.817,1521853.625,2140872.533,1590373.515,1922846.858,1708568.696,1779292.286,2602467.545,1787798.111,2076753.11
1629,1,tr|A0A140NDZ5|A0A140NDZ5_ECOBD, , , , ,49.3,343,37624,Ribosomal RNA small subunit methyltransferase C OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rsmC PE=3 SV=1,58,58,1,28,30,28,30,28,30,28,2968139.006,2808784.261,3284523.996,2667894.868,3178618.16,3235937.851,3257985.51,3348333.733,2904846.478,2788690.959,30,2685219.781,2499885.707,3467986.778,3250211.655,3458876.674,3496073.79,3227408.023,3599090.253,3546001.958,3736499.145
1630,1,tr|A0A140NDZ7|A0A140NDZ7_ECOBD, , , , ,80.8,151,17528,RNA polymerase-binding transcription factor DksA OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dksA PE=3 SV=1,57,57,1,28,29,28,29,28,29,28,6134986.203,6971508.276,7495738.69,4294256.051,5271324.011,6507772.403,7078232.348,9276287.787,4488238.831,3481855.579,29,5756132.998,8140373.403,10363971.54,8181358.295,8582919.444,8408246.08,6713690.633,8558633.517,9137341.884,8811803.638
1631,1,tr|A0A140NDZ9|A0A140NDZ9_ECOBD, , , , ,79.8,238,26726,Succinate dehydrogenase iron-sulfur subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2936 PE=3 SV=1,149,149,1,77,72,77,72,77,72,77,18886505.57,26186200.68,26361210.19,13305546.38,12353374.23,20024814.91,26571893.9,25355374.54,13173178.13,12137514.99,72,15946079.92,18852735.95,40148547.86,38936625.21,32170969.47,25561141.37,22167129.54,37561142.1,41058232.98,32998729.07
1632,1,tr|A0A140NE02|A0A140NE02_ECOBD, , , , ,26.4,148,16610,[Ribosomal protein S18]-alanine N-acetyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3648 PE=3 SV=1,4,4,1,3,1,3,1,3,1,3,83743.69434,93974.16504,88026.44727,70533.07422,82888.24414,79803.9541,68663.62695,100387.2275,70438.84082,63365.26855,1,82952.5,69426.49219,85051.28125,120899.0547,97682.19531,117888.9219,62031.38672,86059.53125,91092.25781,110327.4141
1633,1,tr|A0A140NE03|A0A140NE03_ECOBD, , , , ,30.9,763,85493,Phosphoglycerol transferase I OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=mdoB PE=3 SV=1,51,51,1,22,29,22,29,22,29,22,2670997.259,2734280.671,2855572.549,2388293.426,2676719.023,3012650.082,3026164.23,3047517.62,2604914.254,2556633.36,29,3288887.827,3704665.126,3905561.861,3894886.51,4124164.184,4389153.66,3894256.668,3930037.024,3988647.256,4255650.608
1634,1,tr|A0A140NE08|A0A140NE08_ECOBD, , , , ,26.6,158,17692,FxsA cytoplasmic membrane protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3891 PE=4 SV=1,21,21,1,9,12,9,12,9,12,9,1271405.892,1325338.345,972746.4062,1542396.3,1273760.051,1396522.673,1576633.024,981272.929,1459490.68,1188357.836,12,1346422.004,1481964.959,994123.3818,1519953.434,1484177.428,1656492.614,1882292.871,1165483.008,1361221.515,1494437.006
1635,1,tr|A0A140NE11|A0A140NE11_ECOBD, , , , ,70,240,26800,Nitroreductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2743 PE=3 SV=1,56,56,1,26,30,26,30,26,30,26,4690067.008,3705931.739,6902853.625,3379707.792,3944866.427,4754509.495,4864312.424,7833914.129,3458289.782,3383072.908,30,4604116.762,3460107.475,8883341.352,5111669.417,6460939.667,5725862.571,4913812.012,10253943.59,5755204.476,6784850.02
1636,1,tr|A0A140NE13|A0A140NE13_ECOBD, , , , ,55.4,148,16795,Ferric uptake regulation protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=fur PE=3 SV=1,49,49,1,25,24,25,24,25,24,25,4360106.427,4443358.428,5165933.427,3705430.886,3875917.753,4646796.965,4673561.542,5700872.057,3649307.73,3317204.071,24,5554372.867,7156149.549,9026065.885,7186350.018,7884756.013,7898435.869,7447047.585,7690626.823,7435124.76,7851468.435
1637,1,tr|A0A140NE14|A0A140NE14_ECOBD, , ,"tr|A0A140N8S8|A0A140N8S8_ECOBD, tr|A0A140NE14|A0A140NE14_ECOBD", ,55,505,57840,Lysine--tRNA ligase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lysS PE=3 SV=1,148,101,0.682,68,80,45,56,55.049,67.487,45,22787042.19,24365881.06,32369913.02,16746809.5,16628923.09,24889207.04,29358735.13,37376433.05,15827353.64,14071350.65,56,14648418.46,15192610.9,32786537.51,24163954.88,25002777.53,19097723.35,17664615.58,36834428.54,29477133.5,26395137.94
1638,1,tr|A0A140NE18|A0A140NE18_ECOBD, , , , ,61,182,20617,Hypoxanthine phosphoribosyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3494 PE=3 SV=1,49,49,1,23,26,23,26,23,26,23,10832095.47,10617421.09,12441760.24,9026890.126,9834707.852,11187932.25,11726735.97,14313622.15,10020601.58,7881568.575,26,11364006.52,11447537.37,15775912.11,13446086.87,14114463.99,14714789.24,13518903.12,16264835.95,14805588.81,15012868.87
1639,1,tr|A0A140NE23|A0A140NE23_ECOBD, , , , ,61.9,554,62674,Asparagine synthase (Glutamine-hydrolyzing) OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2988 PE=4 SV=1,88,88,1,43,45,43,45,43,45,43,7413886.491,7835549.725,9475977.85,5954582.531,5847142.641,7908110.401,8382844.011,9522794.581,6231012.683,5583567.217,45,5070346.442,5971484.438,8496704.767,7282068.474,7342616.714,7239475.555,6336953.957,8083051.569,7816648.592,7852276.769
1640,1,tr|A0A140NE25|A0A140NE25_ECOBD, , , , ,69.8,609,66894,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=glmS PE=3 SV=1,180,180,1,84,96,84,96,84,96,84,25747737.1,24570685.89,33754055.14,20664199.04,21973757.91,27806052.41,29169305.45,37399623.74,21529866.4,19084037.19,96,22070012.5,22270300.26,39013297.76,27738094.26,31458641.08,28603426.56,26518050.07,41407596.21,31005733.06,33634811.22
1641,1,tr|A0A140NE26|A0A140NE26_ECOBD, , , , ,73,529,59280,Site-specific DNA-methyltransferase (Adenine-specific) OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3681 PE=4 SV=1,105,105,1,51,54,51,54,51,54,51,8760423.131,10990155.41,9363862.098,6932509.965,8366830.376,9365103.136,9799717.523,11022365.15,6960421.867,7577956.022,54,9863000.633,8584693.637,12337451.43,13232777.35,12036754.48,13118455.82,9495202.442,12984718.08,11608087.46,12504543.55
1642,1,tr|A0A140NE27|A0A140NE27_ECOBD, , , , ,66.7,630,66095,Acetyltransferase component of pyruvate dehydrogenase complex OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3504 PE=3 SV=1,360,360,1,183,177,183,177,183,177,183,76478333.68,60607240.47,76090755.17,72408995.39,81768087.31,80390248.46,62663337.87,99787288.59,78787885.3,67375552.02,177,92829389.42,91320394.73,88015120.73,70340676.72,92174320.83,101751179,95258117.4,108807312.7,70237956.76,96404127.87
1643,1,tr|A0A140NE28|A0A140NE28_ECOBD, , , , ,61.4,451,50615,Glycoside hydrolase family 4 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3912 PE=3 SV=1,176,176,1,85,91,85,91,85,91,85,57570795.47,35915622.28,190262667.6,11884086.31,21516044.4,59578174.65,52653886.9,137572663.4,12058848.64,13237383.57,91,8703168.2,5931669.039,163747260,30741434.51,57894682.96,13471937.09,12019155.44,111161150.6,42477605.37,55464129.45
1644,1,tr|A0A140NE32|A0A140NE32_ECOBD, , , , ,26.6,304,33564,Restriction endonuclease OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3679 PE=4 SV=1,20,20,1,11,9,11,9,11,9,11,434715.291,529053.7969,531031.2969,347628.793,372312.7363,476053.834,592158.9727,576435.0898,371957.3809,429904.3398,9,373760.3267,418525.4966,612244.3936,651463.3062,579185.3125,541763.0957,460605.623,607961.3672,704646.2998,757002.7285
1645,1,tr|A0A140NE35|A0A140NE35_ECOBD, , , , ,61.7,347,37397,GMP reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=guaC PE=3 SV=1,67,67,1,33,34,33,34,33,34,33,3303589.156,3005159.039,4845832.136,2337977.96,2666574.096,3534271.644,3783326.054,5093269.429,2389700.503,2162346.75,34,2330386.442,2632560.551,5438804.041,3357309.137,3904102.422,3166194.632,2897296.368,5595575.136,3764617.933,3986091.928
1646,1,tr|A0A140NE37|A0A140NE37_ECOBD, , , , ,46,63,6777,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2774 PE=4 SV=1,12,12,1,8,4,8,4,8,4,8,568953.8975,524323.8672,798033.1895,420157.6797,394731.1953,607116.7949,730506.4541,992920.2559,351958.1104,390002.5254,4,233618.5918,270156.8555,539062.9199,417670.9961,423547.0703,316462.3594,275294.1719,782745.3633,476991.3066,503049.2051
1647,1,tr|A0A140NE42|A0A140NE42_ECOBD, , , , ,61.1,193,21356,LPS-assembly lipoprotein LptE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lptE PE=3 SV=1,34,34,1,18,16,18,16,18,16,18,3368727.749,3534004.732,3543103.001,2931152.024,3103257.013,3566560.522,3809658.839,3655691.689,3202398.888,2912537.479,16,2512077.233,2151376.428,3400292.334,3442875.899,3178788.593,3036853.22,3048385.093,3729901.571,3468044.689,3319030.377
1648,1,tr|A0A140NE43|A0A140NE43_ECOBD, , , , ,73,474,53662,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=miaB PE=3 SV=1,97,97,1,52,45,52,45,52,45,52,9576502.9,10051540.68,11363022.99,7190463.657,8607022.46,10248416.57,10585575.64,12613648.82,7495252.008,7986199.298,45,6804017.94,5557371.785,10548542.84,9097949.115,9279760.322,8799705.463,7714495.159,11785727.22,9151679.138,9495363.558
1649,1,tr|A0A140NE45|A0A140NE45_ECOBD, , , , ,46.4,276,31419,Cell division protein FtsQ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ftsQ PE=3 SV=1,12,12,1,9,3,9,3,9,3,9,2749481.483,2932225.711,2881523.696,2506437.868,2263400.843,2833570.503,3237797.7,3424111.323,2548194.777,2069434.444,3,55780.92822,59758.00537,74207.09522,74933.85742,73012.88135,74443.80811,59873.59522,76720.26172,74201.58008,74098.98438
1650,1,tr|A0A140NE46|A0A140NE46_ECOBD, , ,"tr|A0A140NBN8|A0A140NBN8_ECOBD, tr|A0A140NE46|A0A140NE46_ECOBD", ,47.2,400,43608,Beta-lactamase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2784 PE=3 SV=1,39,37,0.949,15,24,14,23,14.241,23.329,14,2807443.524,3369631.646,3546395.542,1898756.691,2147602.688,2935170.728,3404776.783,3762918.093,1890673.057,1897517.252,23,2616603.466,2413178.563,4936770.006,4896071.688,4161259.549,3585615.219,2772845.187,5133084.564,4969915.801,4483632.055
1651,1,tr|A0A140NE48|A0A140NE48_ECOBD, , , , ,49.7,390,41083,Isoaspartyl dipeptidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3703 PE=3 SV=1,37,37,1,19,18,19,18,19,18,19,1624090.908,1815885.425,1935572.565,1267899.924,1303817.787,1634820.494,2132724.118,1928344.555,1318055.034,1222049.275,18,1444444.938,1524582.239,2357885.254,2337314.31,2136446.396,1867535.611,1557485.735,2345205.884,2650005.934,2218860.165
1652,1,tr|A0A140NE54|A0A140NE54_ECOBD, , , , ,55.2,87,9827,UPF0250 protein YbeD OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ybeD PE=3 SV=1,24,24,1,10,14,10,14,10,14,10,2401493.633,4164156.219,2342916.467,1544558.024,1364661.231,2415685.249,3381760.255,4266680.256,1393154.3,1304756.915,14,1431401.755,2585332.373,3193905.928,4092604.893,3245369.488,3047691.761,2253607.542,3970934.425,4225520.283,3525205.755
1653,1,tr|A0A140NE55|A0A140NE55_ECOBD, , , , ,44.4,311,32910,Periplasmic binding protein/LacI transcriptional regulator OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3942 PE=4 SV=1,19,19,1,9,10,9,10,9,10,9,495254.3301,294149.1411,1240545.705,314230.4673,340138.3979,518343.5728,372528.46,753285.8809,297657.6843,282375.7815,10,445662.7769,546017.3157,2379713.57,615367.0078,1074909.371,614826.0713,575098.2258,1329543.56,790525.7295,1076407.194
1654,1,tr|A0A140NE56|A0A140NE56_ECOBD, , , , ,51,394,44838,Mannonate dehydratase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=uxuA PE=3 SV=1,53,53,1,21,32,21,32,21,32,21,1462716.688,1283951.169,2272588.364,1149013.318,1123261.018,1616874.039,1953012.134,1976696.173,1123107.325,1153430.805,32,1666241.188,1841678.473,4764651.232,2635799.459,3012796.086,2400073.538,2261245.312,4016536.961,2995175.454,3084045.61
1655,1,tr|A0A140NE58|A0A140NE58_ECOBD, , , , ,24.3,321,33404,Peptidase T2 asparaginase 2 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2795 PE=4 SV=1,10,10,1,3,7,3,7,3,7,3,170615.6738,268380.4355,194177.9092,107168.4634,96695.75391,177459.9512,281919.9355,189433.0615,104995.5034,85780.80176,7,157402.377,176839.4365,323181.3838,380012.7305,300899.8613,230072.0317,198412.9819,278924.7217,406540.3027,295920.8599
1656,1,tr|A0A140NE59|A0A140NE59_ECOBD, , , , ,30.6,121,13627,Cell division protein FtsL OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ftsL PE=3 SV=1,4,4,1,2,2,2,2,2,2,2,93147.75391,109690.9414,101424.2246,73893.36133,83323.98828,89364.57422,96283.67383,105376.5352,87592.24805,86248.89062,2,118826.6855,138622.6152,131792.3008,140853.584,176429.5801,180221.75,126857.0078,131151.334,144251.2051,176375.9277
1657,1,tr|A0A140NE66|A0A140NE66_ECOBD, , , , ,69.6,933,105061,"2-oxoglutarate dehydrogenase, E1 subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2935 PE=4 SV=1",476,476,1,211,265,211,265,211,265,211,99806655.22,136097460.3,131872149.4,67389550.89,59055912.04,102059864.2,158755168.7,121770085.3,61861251.29,59392001.64,265,63921162.73,72375313.29,170179052.9,178176170.2,136570414.5,102884894.9,86936366.59,162977372.1,201148487.8,142267989.6
1658,1,tr|A0A140NE69|A0A140NE69_ECOBD, , , , ,26.6,466,49881,3-isopropylmalate dehydratase large subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=leuC PE=3 SV=1,18,18,1,11,7,11,7,11,7,11,694366.1377,754048.9199,795024.9453,624443.7349,735690.5078,723780.4385,901631.7012,762310.6025,687653.6123,675540.3467,7,315307.8672,281310.0715,407632.5127,429902.9453,390589.0205,390122.583,371003.2734,389297.9805,444907.4199,410756.3506
1659,1,tr|A0A140NE87|A0A140NE87_ECOBD, , , , ,45.5,178,18975,Single-stranded DNA-binding protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3973 PE=3 SV=1,52,52,1,26,26,26,26,26,26,26,6036002.05,5182552.529,9903704.251,4495166.245,5012609.243,6190461.484,6941664.261,7922096.364,4485297.872,4613740.064,26,5069419.851,3754255.865,11300256.39,7645124.75,7722133.892,5982176.778,5870899.005,11342195.44,8225879.739,8238802.536
1660,1,tr|A0A140NE88|A0A140NE88_ECOBD, , , , ,71.8,273,30420,Ribosomal RNA small subunit methyltransferase A OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rsmA PE=3 SV=1,49,49,1,25,24,25,24,25,24,25,4163657.887,4160737.344,4143318.371,4148434.252,3796015.81,4391983.063,4878515.837,4231799.464,4510997.138,3694021.172,24,4057950.343,3692542.226,4553618.772,4673570.61,5059454.094,4859147.13,5275446.203,5019610.627,4959480.068,5130305.531
1661,1,tr|A0A140NE93|A0A140NE93_ECOBD, , ,"tr|A0A140N7X9|A0A140N7X9_ECOBD, tr|A0A140NE93|A0A140NE93_ECOBD", ,2.7,732,82317,Ornithine decarboxylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2968 PE=4 SV=1,5,4,0.8,3,2,2,2,2.143,2,2,99496.1875,80071.64844,147722.7188,90791.16797,92934.83984,114850.3438,109185.3086,135991.5586,97146.89648,87534.14453,2,137649.7266,121136.4941,244436.1367,171603.6641,187115.9531,174678.7969,167935.6953,252025.8164,186732.0664,207766.4883
1662,1,tr|A0A140NE95|A0A140NE95_ECOBD, , , , ,59.6,136,14927,Regulator of nucleoside diphosphate kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rnk PE=3 SV=1,12,12,1,6,6,6,6,6,6,6,1084249.273,1427007.758,1554309.646,648877.9772,817637.9495,1112262.701,1220927.818,1527094.999,730129.9275,589530.2361,6,1082572.492,1281145.333,2098785.773,1789261.39,1626184.343,1690682.488,1111464.837,1447919.08,2000275.994,1693210.331
1663,1,tr|A0A140NE97|A0A140NE97_ECOBD, , , , ,9.4,149,17352,DUF1768 domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2825 PE=4 SV=1,2,2,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,74367.90234,69163.91406,140216.9727,123001.5391,109783.4102,103298.1211,94047.72266,148204.7539,138541.1563,137492.5039
1664,1,tr|A0A140NEA3|A0A140NEA3_ECOBD, , , , ,12.1,290,32511,4-hydroxybenzoate octaprenyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ubiA PE=3 SV=1,5,5,1,4,1,4,1,4,1,4,121856.8438,114560.4434,157706.9609,104303.5645,114374.6094,136041.707,141706.7969,139579.0195,95345.9668,115272.4766,1,70796.14063,40893.69531,131447.6719,99182.29688,100461.9531,84249.69531,76318.75,140266.4531,101803.6875,103426.8047
1665,1,tr|A0A140NEA4|A0A140NEA4_ECOBD, , , , ,60.5,746,82107,TonB-dependent siderophore receptor OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3072 PE=3 SV=1,161,161,1,84,77,84,77,84,77,84,10570267.5,8632292.605,9551212.423,11082878.31,12010199.84,11422960.2,9435466.969,9023586.023,12447285.39,10711323.68,77,11263301.29,10820882.35,9643733.428,8827561.968,11007845.06,14201287.65,12821481.16,8775913.908,8638009.972,11487147.68
1666,1,tr|A0A140NEA6|A0A140NEA6_ECOBD, , , , ,25.1,343,37146,Alcohol dehydrogenase zinc-binding domain protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3769 PE=4 SV=1,6,6,1,1,5,1,5,1,5,1,0,0,0,0,0,0,0,0,0,0,5,66633.15723,68924.26709,134876.2256,82282.78516,90293.64453,92755.08203,50960.80078,110908.7402,81018.2146,102038.834
1667,1,tr|A0A140NEB0|A0A140NEB0_ECOBD, , , , ,18.9,391,42967,"Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_2989 PE=4 SV=1",13,13,1,5,8,5,8,5,8,5,399441.7432,340826.2795,529299.5569,360915.2819,329859.1433,414480.1465,468768.0215,486470.9353,364487.1499,317835.042,8,388769.7861,446358.3921,539454.3804,473868.6279,515606.501,503153.8877,428272.5581,581672.4316,513233.895,511597.6309
1668,1,tr|A0A140NEB1|A0A140NEB1_ECOBD, , , , ,29.4,514,57013,Binding-protein-dependent transport systems inner membrane component OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4003 PE=3 SV=1,22,22,1,13,9,13,9,13,9,13,2392978.837,1792492.297,5013638.409,1490914.326,1712344.457,2493144.433,2196357.35,3527767.838,1701818.927,1508026.805,9,1111067.116,814498.188,4131861.789,1678121.188,2088000.652,1320090.437,1488660.785,3410923.799,1707429.764,2141359.406
1669,1,tr|A0A140NEB2|A0A140NEB2_ECOBD, , , , ,48.7,273,28743,4-hydroxy-tetrahydrodipicolinate reductase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dapB PE=3 SV=1,44,44,1,20,24,20,24,20,24,20,3046086.145,2784229.87,4010257.535,2344473.461,2453259.139,3203800.412,3350357.59,3920038.796,2689426.165,2196256.265,24,2089411.629,2271030.369,3609000.477,2999081.93,3078035.107,2835746.968,2586446.886,3693471.377,3278475.466,3236915.861
1670,1,tr|A0A140NEB5|A0A140NEB5_ECOBD, , , , ,20.9,225,24111,ATP-dependent dethiobiotin synthetase BioD OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=bioD PE=3 SV=1,6,6,1,3,3,3,3,3,3,3,63030.43604,63539.55273,75882.07007,44037.87793,52509.31445,62124.76074,70860.85742,83999.15503,46520.26025,40906.45898,3,73277.77686,72803.3208,148902.3042,88504.67993,101163.2461,112467.6191,79976.69483,134918.752,100641.6465,108223.8433
1671,1,tr|A0A140NEC0|A0A140NEC0_ECOBD, , , , ,36.1,449,48531,Aspartokinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_4013 PE=3 SV=1,40,40,1,20,20,20,20,20,20,20,1332255.785,1188027.135,1727712.852,1141332.619,1185116.507,1458202.814,1367997.989,2087399.267,1194978.202,1133216.637,20,1380562.737,1370795.203,2030219.096,1455596.514,1807458.996,1830229.528,1614927.396,2309618.504,1543050.908,1944099.477
1672,1,tr|A0A140NEC1|A0A140NEC1_ECOBD, , , , ,10.9,147,16588,DNA-directed DNA polymerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3777 PE=4 SV=1,5,5,1,3,2,3,2,3,2,3,236005.7266,244334.9727,329862.3867,185576.8672,213290.207,251265.0039,283514.8828,348374.5625,213635.1875,207195.8047,2,203180.9727,256080.6992,343478.7656,283659.5078,312277.9688,298981.7891,253833.5859,368841.3164,275194.9844,316070.957
1673,1,tr|A0A140NEC6|A0A140NEC6_ECOBD, , , , ,34.6,153,17120,Aspartate carbamoyltransferase regulatory chain OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pyrI PE=3 SV=1,8,8,1,4,4,4,4,4,4,4,1343320.125,1046649.941,2004932.273,1014003.344,1042742.273,1446693.063,1250784.094,2276678.672,1041270.355,953514.6055,4,675165.8398,727360.3516,1425514.945,824420.1797,1054225.949,1003607.461,851783.8945,1738250.875,902632.7539,1101581.758
1674,1,tr|A0A140NEC8|A0A140NEC8_ECOBD, , , , ,17.8,343,38685,"DNA polymerase III, delta subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3011 PE=4 SV=1",7,7,1,2,5,2,5,2,5,2,100742.3203,104951.4219,147336.8828,72602.0918,78215.20508,111773.0527,139286.5586,134798.6406,84672.60938,68962.41797,5,290544.8613,316261.8828,426876.4258,420222.8184,385435.5254,398783.6465,367480.0566,413786.3496,475413.5801,456519.002
1675,1,tr|A0A140NEC9|A0A140NEC9_ECOBD, , , , ,18.4,309,35713,Homoserine O-succinyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=metAS PE=3 SV=1,8,8,1,4,4,4,4,4,4,4,282864.3901,296740.3062,476614.1572,204091.5073,220014.3105,302003.6416,339969.6426,472987.4834,224801.8208,302372.4028,4,279372.9336,269428.8359,692251.6914,426382.4512,456307.9277,394127.8975,288405.9697,654359.9648,422842.6367,475458.3115
1676,1,tr|A0A140NED6|A0A140NED6_ECOBD, , , , ,13.9,223,24672,Endonuclease V OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=nfi PE=3 SV=1,3,3,1,3,0,3,0,3,0,3,168650.25,190076.1563,237009.7305,145736.5898,150884.0508,204915.5469,227010.2188,236278.3008,141700.8242,122535.4141,0,0,0,0,0,0,0,0,0,0,0
1677,1,tr|A0A140NED7|A0A140NED7_ECOBD, , , , ,13.1,213,23882,Octanoyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lipB PE=3 SV=1,9,9,1,4,5,4,5,4,5,4,234255.6289,255941.5117,291532.8828,157086.8027,196714.0508,249751.3867,251082.3438,344685.8242,174590.5449,175610.8984,5,302315.7402,250121.8145,470226.6211,390252.9727,398482.1719,371066.3438,347919.0215,499754.1641,383967.9805,432347.7461
1678,1,tr|A0A140NED8|A0A140NED8_ECOBD, , , , ,62.4,450,48369,Peptidase U62 modulator of DNA gyrase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3799 PE=4 SV=1,85,85,1,42,43,42,43,42,43,42,4157935.625,3984539.526,5017227.244,3480666.069,3705755.932,4437691.262,4560441.412,5495492.942,3774741.443,3161736.94,43,4440047.61,4921975.087,7161080.45,5484212.527,6120656.214,5976596.977,5637949.919,7415012.145,5936549.944,6409514.167
1679,1,tr|A0A140NEE0|A0A140NEE0_ECOBD, , , , ,24.1,415,46632,MscS Mechanosensitive ion channel OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_3085 PE=4 SV=1,20,20,1,9,11,9,11,9,11,9,530462.499,661681.1797,529618.8535,454745.8506,469717.9209,560193.2646,653431.9932,615453.7773,434220.9727,382496.0557,11,337623.2036,335455.2964,389774.8555,541639.4683,462074.0845,442893.5781,409317.7178,455114.353,524111.5474,491584.8228
